global_row_id,sheet_row_id,zip_code,payout,city_name,state_code,user_id,created_at,updated_at,rel_release_id,join.leadsmart_file_releases.release_date,rel_subsheet_id,join.leadsmart_subsheets.subsheet_name,rel_subpart_id,join.leadsmart_subparts.payout_note,invalid_reason
501903,,98334,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501835,,98246,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501806,,98205,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501794,,98184,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501788,,98171,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501777,,98151,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501776,,98150,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501770,,98140,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501764,,98132,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501762,,98130,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501716,,98060,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501710,,98054,17.5,,WA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501635,,97872,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501607,,97831,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501599,,97821,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501578,,97740,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501491,,97482,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501482,,97472,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501478,,97468,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501470,,97460,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501440,,97428,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501439,,97427,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501437,,97425,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501396,,97372,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501384,,97359,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501340,,97299,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501327,,97272,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501326,,97271,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501321,,97259,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501318,,97255,17.5,,OR,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501159,,96862,17.5,,HI,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501146,,96845,17.5,,HI,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501143,,96842,17.5,,HI,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501136,,96835,17.5,,HI,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501133,,96827,17.5,,HI,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501086,,96775,17.5,,HI,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.72442+00:00,2025-10-19T00:28:24.72442+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
501010,,96153,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500926,,96053,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500918,,96045,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500826,,95931,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500802,,95887,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500801,,95873,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500795,,95857,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500748,,95743,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500676,,95643,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500655,,95622,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500512,,95408,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500502,,95390,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500496,,95384,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500458,,95342,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500433,,95314,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500421,,95298,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500418,,95290,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500408,,95250,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500366,,95199,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500342,,95142,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500337,,95137,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500314,,95114,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500305,,95102,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500191,,94911,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500187,,94875,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500159,,94650,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500157,,94643,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500156,,94627,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500155,,94626,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500154,,94625,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500145,,94616,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.469454+00:00,2025-10-19T00:28:24.469454+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500035,,94409,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500034,,94408,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500033,,94407,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500032,,94405,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500027,,94310,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500025,,94308,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
500024,,94307,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499982,,94253,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499976,,94246,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499973,,94243,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499955,,94199,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499952,,94175,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499950,,94171,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499949,,94170,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499948,,94169,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499947,,94168,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499946,,94167,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499945,,94166,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499944,,94165,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499941,,94162,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499936,,94157,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499935,,94156,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499934,,94155,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499933,,94154,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499932,,94153,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499931,,94152,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499929,,94150,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499919,,94138,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499917,,94136,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499916,,94135,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499888,,94106,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
499883,,94101,17.5,,CA,122be854-0adb-46fc-bb04-12c9e73714ba,2025-10-19T00:28:24.210777+00:00,2025-10-19T00:28:24.210777+00:00,3,10/06/2025,83,tree service,59,duration buyer payouts,Missing city_name
