Zip Code,,city,state_id
90050,$144.50,Los Angeles,CA
90051,$144.50,Los Angeles,CA
90052,$144.50,Los Angeles,CA
90053,$144.50,Los Angeles,CA
90054,$144.50,Los Angeles,CA
90055,$144.50,Los Angeles,CA
90056,$144.50,Los Angeles,CA
90057,$144.50,Los Angeles,CA
90058,$144.50,Los Angeles,CA
90059,$144.50,Los Angeles,CA
90060,$144.50,Los Angeles,CA
90061,$144.50,Los Angeles,CA
90062,$144.50,Los Angeles,CA
90063,$144.50,Los Angeles,CA
90064,$144.50,Los Angeles,CA
90065,$144.50,Los Angeles,CA
90066,$144.50,Los Angeles,CA
90067,$144.50,Los Angeles,CA
90068,$144.50,Los Angeles,CA
90069,$144.50,West Hollywood,CA
90070,$144.50,West Hollywood,CA
90071,$144.50,Los Angeles,CA
90072,$144.50,Los Angeles,CA
90073,$144.50,Los Angeles,CA
90074,$144.50,Los Angeles,CA
90075,$144.50,Los Angeles,CA
90076,$144.50,Los Angeles,CA
90077,$144.50,Los Angeles,CA
90078,$144.50,Los Angeles,CA
90079,$144.50,Los Angeles,CA
90080,$144.50,Los Angeles,CA
90081,$144.50,Los Angeles,CA
90082,$144.50,Los Angeles,CA
90083,$144.50,Los Angeles,CA
90084,$144.50,Los Angeles,CA
90086,$144.50,Los Angeles,CA
90087,$144.50,Los Angeles,CA
90088,$144.50,Los Angeles,CA
90089,$144.50,Los Angeles,CA
90090,$144.50,Los Angeles,CA
90091,$144.50,Los Angeles,CA
90093,$144.50,Los Angeles,CA
90094,$144.50,Playa Vista,CA
90095,$144.50,Los Angeles,CA
90096,$144.50,Los Angeles,CA
90099,$144.50,Los Angeles,CA
90189,$144.50,Los Angeles,CA
90201,$144.50,Bell Gardens,CA
90202,$144.50,Bell Gardens,CA
90209,$144.50,Bell Gardens,CA
90210,$144.50,Beverly Hills,CA
90211,$144.50,Beverly Hills,CA
90212,$144.50,Beverly Hills,CA
90213,$144.50,Beverly Hills,CA
90220,$144.50,Compton,CA
90221,$144.50,Compton,CA
90222,$144.50,Compton,CA
90223,$144.50,Compton,CA
90224,$144.50,Compton,CA
90230,$144.50,Culver City,CA
90231,$144.50,Culver City,CA
90232,$144.50,Culver City,CA
90233,$144.50,Culver City,CA
90239,$144.50,Culver City,CA
90240,$144.50,Downey,CA
90241,$144.50,Downey,CA
90242,$144.50,Downey,CA
90245,$144.50,El Segundo,CA
90247,$144.50,Gardena,CA
90248,$144.50,Gardena,CA
90249,$144.50,Gardena,CA
90250,$144.50,Hawthorne,CA
90251,$144.50,Hawthorne,CA
90254,$144.50,Hermosa Beach,CA
90255,$144.50,Huntington Park,CA
90260,$144.50,Lawndale,CA
90261,$144.50,Lawndale,CA
90262,$144.50,Lynwood,CA
90263,$144.50,Malibu,CA
90264,$144.50,Malibu,CA
90265,$144.50,Malibu,CA
90266,$144.50,Manhattan Beach,CA
90267,$144.50,Manhattan Beach,CA
90270,$144.50,Maywood,CA
90272,$144.50,Pacific Palisades,CA
90274,$144.50,Palos Verdes Peninsula,CA
90275,$144.50,Rancho Palos Verdes,CA
90277,$144.50,Redondo Beach,CA
90278,$144.50,Redondo Beach,CA
90280,$144.50,South Gate,CA
90290,$144.50,Topanga,CA
90291,$144.50,Venice,CA
90292,$144.50,Marina Del Rey,CA
90293,$144.50,Playa Del Rey,CA
90294,$144.50,Playa Del Rey,CA
90295,$144.50,Playa Del Rey,CA
90296,$144.50,Playa Del Rey,CA
90301,$144.50,Inglewood,CA
90302,$144.50,Inglewood,CA
90303,$144.50,Inglewood,CA
90304,$144.50,Inglewood,CA
90305,$144.50,Inglewood,CA
90306,$144.50,Inglewood,CA
90307,$144.50,Inglewood,CA
90308,$144.50,Inglewood,CA
90309,$144.50,Inglewood,CA
90310,$144.50,Inglewood,CA
90311,$144.50,Inglewood,CA
90312,$144.50,Inglewood,CA
90401,$144.50,Santa Monica,CA
90402,$144.50,Santa Monica,CA
90403,$144.50,Santa Monica,CA
90404,$144.50,Santa Monica,CA
90405,$144.50,Santa Monica,CA
90406,$144.50,Santa Monica,CA
90407,$144.50,Santa Monica,CA
90408,$144.50,Santa Monica,CA
90409,$144.50,Santa Monica,CA
90410,$144.50,Santa Monica,CA
90411,$144.50,Santa Monica,CA
90501,$144.50,Torrance,CA
90502,$144.50,Torrance,CA
90503,$144.50,Torrance,CA
90504,$144.50,Torrance,CA
90505,$144.50,Torrance,CA
90506,$144.50,Torrance,CA
90507,$144.50,Torrance,CA
90508,$144.50,Torrance,CA
90509,$144.50,Torrance,CA
90510,$144.50,Torrance,CA
90601,$144.50,Whittier,CA
90602,$144.50,Whittier,CA
90603,$144.50,Whittier,CA
90604,$144.50,Whittier,CA
90605,$144.50,Whittier,CA
90606,$144.50,Whittier,CA
90607,$144.50,Whittier,CA
90608,$144.50,Whittier,CA
90609,$144.50,Whittier,CA
90610,$144.50,Whittier,CA
90620,$144.50,Buena Park,CA
90621,$144.50,Buena Park,CA
90622,$144.50,Buena Park,CA
90623,$144.50,La Palma,CA
90624,$144.50,La Palma,CA
90630,$144.50,Cypress,CA
90631,$144.50,La Habra,CA
90632,$144.50,La Habra,CA
90633,$144.50,La Habra,CA
90637,$144.50,La Habra,CA
90638,$144.50,La Mirada,CA
90639,$144.50,La Mirada,CA
90640,$144.50,Montebello,CA
90650,$144.50,Norwalk,CA
90651,$144.50,Norwalk,CA
90652,$144.50,Norwalk,CA
90660,$144.50,Pico Rivera,CA
90661,$144.50,Pico Rivera,CA
90662,$144.50,Pico Rivera,CA
90670,$144.50,Santa Fe Springs,CA
90671,$144.50,Santa Fe Springs,CA
90680,$144.50,Stanton,CA
90701,$144.50,Artesia,CA
90702,$144.50,Artesia,CA
90703,$144.50,Cerritos,CA
90704,$144.50,Avalon,CA
90706,$144.50,Bellflower,CA
90707,$144.50,Bellflower,CA
90710,$144.50,Harbor City,CA
90711,$144.50,Harbor City,CA
90712,$144.50,Lakewood,CA
90713,$144.50,Lakewood,CA
90714,$144.50,Lakewood,CA
90715,$144.50,Lakewood,CA
90716,$144.50,Hawaiian Gardens,CA
90717,$144.50,Lomita,CA
90720,$144.50,Los Alamitos,CA
90721,$144.50,Los Alamitos,CA
90723,$144.50,Paramount,CA
90731,$144.50,San Pedro,CA
90732,$144.50,San Pedro,CA
90733,$144.50,San Pedro,CA
90734,$144.50,San Pedro,CA
90740,$144.50,Seal Beach,CA
90742,$144.50,Sunset Beach,CA
90743,$144.50,Surfside,CA
90744,$144.50,Wilmington,CA
90745,$144.50,Carson,CA
90746,$144.50,Carson,CA
90747,$144.50,Carson,CA
90748,$144.50,Carson,CA
90749,$144.50,Carson,CA
90755,$144.50,Signal Hill,CA
90801,$144.50,Signal Hill,CA
90802,$144.50,Long Beach,CA
90803,$144.50,Long Beach,CA
90804,$144.50,Long Beach,CA
90805,$144.50,Long Beach,CA
90806,$144.50,Long Beach,CA
90807,$144.50,Long Beach,CA
90808,$144.50,Long Beach,CA
90809,$144.50,Long Beach,CA
90810,$144.50,Long Beach,CA
90813,$144.50,Long Beach,CA
90814,$144.50,Long Beach,CA
90815,$144.50,Long Beach,CA
90822,$144.50,Long Beach,CA
90831,$144.50,Long Beach,CA
90832,$144.50,Long Beach,CA
90833,$144.50,Long Beach,CA
90834,$144.50,Long Beach,CA
90835,$144.50,Long Beach,CA
90840,$144.50,Long Beach,CA
90842,$144.50,Long Beach,CA
90844,$144.50,Long Beach,CA
90846,$144.50,Long Beach,CA
90847,$144.50,Long Beach,CA
90848,$144.50,Long Beach,CA
90853,$144.50,Long Beach,CA
90895,$144.50,Long Beach,CA
90899,$144.50,Long Beach,CA
91001,$144.50,Altadena,CA
91003,$144.50,Altadena,CA
91006,$144.50,Arcadia,CA
91007,$144.50,Arcadia,CA
91008,$144.50,Duarte,CA
91009,$144.50,Duarte,CA
91010,$144.50,Duarte,CA
91011,$144.50,La Canada Flintridge,CA
91012,$144.50,La Canada Flintridge,CA
91016,$144.50,Monrovia,CA
91017,$144.50,Monrovia,CA
91020,$144.50,Montrose,CA
91021,$144.50,Montrose,CA
91023,$144.50,Montrose,CA
91024,$144.50,Sierra Madre,CA
91025,$144.50,Sierra Madre,CA
91030,$144.50,South Pasadena,CA
91031,$144.50,South Pasadena,CA
91040,$144.50,Sunland,CA
91041,$144.50,Sunland,CA
91042,$144.50,Tujunga,CA
91043,$144.50,Tujunga,CA
91046,$144.50,Verdugo City,CA
91066,$144.50,Verdugo City,CA
91077,$144.50,Verdugo City,CA
91101,$144.50,Pasadena,CA
91102,$144.50,Pasadena,CA
91103,$144.50,Pasadena,CA
91104,$144.50,Pasadena,CA
91105,$144.50,Pasadena,CA
91106,$144.50,Pasadena,CA
91107,$144.50,Pasadena,CA
91108,$144.50,San Marino,CA
91109,$144.50,San Marino,CA
91110,$144.50,San Marino,CA
91114,$144.50,San Marino,CA
91115,$144.50,San Marino,CA
91116,$144.50,San Marino,CA
91117,$144.50,San Marino,CA
91118,$144.50,San Marino,CA
91121,$144.50,San Marino,CA
91123,$144.50,San Marino,CA
91124,$144.50,San Marino,CA
91125,$144.50,Pasadena,CA
91126,$144.50,Pasadena,CA
91129,$144.50,Pasadena,CA
91182,$144.50,Pasadena,CA
91184,$144.50,Pasadena,CA
91185,$144.50,Pasadena,CA
91188,$144.50,Pasadena,CA
91189,$144.50,Pasadena,CA
91199,$144.50,Pasadena,CA
91201,$144.50,Glendale,CA
91202,$144.50,Glendale,CA
91203,$144.50,Glendale,CA
91204,$144.50,Glendale,CA
91205,$144.50,Glendale,CA
91206,$144.50,Glendale,CA
91207,$144.50,Glendale,CA
91208,$144.50,Glendale,CA
91209,$144.50,Glendale,CA
91210,$144.50,Glendale,CA
91214,$144.50,La Crescenta,CA
91221,$144.50,La Crescenta,CA
91222,$144.50,La Crescenta,CA
91224,$144.50,La Crescenta,CA
91225,$144.50,La Crescenta,CA
91226,$144.50,La Crescenta,CA
91301,$144.50,Agoura Hills,CA
91302,$144.50,Calabasas,CA
91303,$144.50,Canoga Park,CA
91304,$144.50,Canoga Park,CA
91305,$144.50,Canoga Park,CA
91306,$144.50,Winnetka,CA
91307,$144.50,West Hills,CA
91308,$144.50,West Hills,CA
91309,$144.50,West Hills,CA
91310,$144.50,West Hills,CA
91311,$144.50,Chatsworth,CA
91313,$144.50,Chatsworth,CA
91316,$144.50,Encino,CA
91321,$144.50,Newhall,CA
91322,$144.50,Newhall,CA
91324,$144.50,Northridge,CA
91325,$144.50,Northridge,CA
91326,$144.50,Porter Ranch,CA
91327,$144.50,Porter Ranch,CA
91328,$144.50,Porter Ranch,CA
91329,$144.50,Porter Ranch,CA
91330,$144.50,Northridge,CA
91331,$144.50,Pacoima,CA
91333,$144.50,Pacoima,CA
91334,$144.50,Pacoima,CA
91335,$144.50,Reseda,CA
91337,$144.50,Reseda,CA
91340,$144.50,San Fernando,CA
91341,$144.50,San Fernando,CA
91342,$144.50,Sylmar,CA
91343,$144.50,North Hills,CA
91344,$144.50,Granada Hills,CA
91345,$144.50,Mission Hills,CA
91346,$144.50,Mission Hills,CA
91350,$144.50,Santa Clarita,CA
91351,$144.50,Canyon Country,CA
91352,$144.50,Sun Valley,CA
91353,$144.50,Sun Valley,CA
91354,$144.50,Valencia,CA
91355,$144.50,Valencia,CA
91356,$144.50,Tarzana,CA
91357,$144.50,Tarzana,CA
91364,$144.50,Woodland Hills,CA
91365,$144.50,Woodland Hills,CA
91367,$144.50,Woodland Hills,CA
91371,$144.50,Woodland Hills,CA
91372,$144.50,Woodland Hills,CA
91376,$144.50,Woodland Hills,CA
91380,$144.50,Oak Park,CA
91381,$144.50,Stevenson Ranch,CA
91382,$144.50,Stevenson Ranch,CA
91383,$144.50,Stevenson Ranch,CA
91384,$144.50,Castaic,CA
91385,$144.50,Castaic,CA
91386,$144.50,Castaic,CA
91387,$144.50,Canyon Country,CA
91390,$144.50,Santa Clarita,CA
91392,$144.50,Santa Clarita,CA
91393,$144.50,Santa Clarita,CA
91394,$144.50,Santa Clarita,CA
91395,$144.50,Santa Clarita,CA
91396,$144.50,Santa Clarita,CA
91401,$144.50,Van Nuys,CA
91402,$144.50,Panorama City,CA
91403,$144.50,Sherman Oaks,CA
91404,$144.50,Sherman Oaks,CA
91405,$144.50,Van Nuys,CA
91406,$144.50,Van Nuys,CA
91407,$144.50,Van Nuys,CA
91408,$144.50,Van Nuys,CA
91409,$144.50,Van Nuys,CA
91410,$144.50,Van Nuys,CA
91411,$144.50,Van Nuys,CA
91412,$144.50,Van Nuys,CA
91413,$144.50,Van Nuys,CA
91416,$144.50,Van Nuys,CA
91423,$144.50,Sherman Oaks,CA
91426,$144.50,Sherman Oaks,CA
91436,$144.50,Encino,CA
91470,$144.50,Encino,CA
91482,$144.50,Encino,CA
91495,$144.50,Encino,CA
91496,$144.50,Encino,CA
91499,$144.50,Encino,CA
91501,$144.50,Burbank,CA
91502,$144.50,Burbank,CA
91503,$144.50,Burbank,CA
91504,$144.50,Burbank,CA
91505,$144.50,Burbank,CA
91506,$144.50,Burbank,CA
91507,$144.50,Burbank,CA
91508,$144.50,Burbank,CA
91510,$144.50,Burbank,CA
91521,$144.50,Burbank,CA
91522,$144.50,Burbank,CA
91523,$144.50,Burbank,CA
91526,$144.50,Burbank,CA
91601,$144.50,North Hollywood,CA
91602,$144.50,North Hollywood,CA
91603,$144.50,North Hollywood,CA
91604,$144.50,Studio City,CA
91605,$144.50,North Hollywood,CA
91606,$144.50,North Hollywood,CA
91607,$144.50,Valley Village,CA
91608,$144.50,Universal City,CA
91609,$144.50,Universal City,CA
91610,$144.50,Universal City,CA
91611,$144.50,Universal City,CA
91612,$144.50,Universal City,CA
91614,$144.50,Universal City,CA
91615,$144.50,Universal City,CA
91616,$144.50,Universal City,CA
91617,$144.50,Universal City,CA
91618,$144.50,Universal City,CA
91702,$144.50,Azusa,CA
91706,$144.50,Baldwin Park,CA
91711,$144.50,Claremont,CA
91714,$144.50,Claremont,CA
91715,$144.50,Claremont,CA
91716,$144.50,Claremont,CA
91722,$144.50,Covina,CA
91723,$144.50,Covina,CA
91724,$144.50,Covina,CA
91731,$144.50,El Monte,CA
91732,$144.50,El Monte,CA
91733,$144.50,South El Monte,CA
91734,$144.50,South El Monte,CA
91735,$144.50,South El Monte,CA
91740,$144.50,Glendora,CA
91741,$144.50,Glendora,CA
91744,$144.50,La Puente,CA
91745,$144.50,Hacienda Heights,CA
91746,$144.50,La Puente,CA
91747,$144.50,La Puente,CA
91748,$144.50,Rowland Heights,CA
91749,$144.50,Rowland Heights,CA
91750,$144.50,La Verne,CA
91754,$144.50,Monterey Park,CA
91755,$144.50,Monterey Park,CA
91756,$144.50,Monterey Park,CA
91765,$144.50,Diamond Bar,CA
91766,$144.50,Pomona,CA
91767,$144.50,Pomona,CA
91768,$144.50,Pomona,CA
91769,$144.50,Pomona,CA
91770,$144.50,Rosemead,CA
91771,$144.50,Rosemead,CA
91772,$144.50,Rosemead,CA
91773,$144.50,San Dimas,CA
91775,$144.50,San Gabriel,CA
91776,$144.50,San Gabriel,CA
91778,$144.50,San Gabriel,CA
91780,$144.50,Temple City,CA
91788,$144.50,Upland,CA
91789,$144.50,Walnut,CA
91790,$144.50,West Covina,CA
91791,$144.50,West Covina,CA
91792,$144.50,West Covina,CA
91793,$144.50,West Covina,CA
91801,$144.50,Alhambra,CA
91802,$144.50,Alhambra,CA
91803,$144.50,Alhambra,CA
91804,$144.50,Alhambra,CA
91896,$144.50,Alhambra,CA
91899,$144.50,Alhambra,CA
92602,$144.50,Irvine,CA
92603,$144.50,Irvine,CA
92604,$144.50,Irvine,CA
92605,$144.50,Irvine,CA
92606,$144.50,Irvine,CA
92607,$144.50,Irvine,CA
92609,$144.50,Irvine,CA
92610,$144.50,Foothill Ranch,CA
92612,$144.50,Irvine,CA
92614,$144.50,Irvine,CA
92615,$144.50,Irvine,CA
92616,$144.50,Irvine,CA
92617,$144.50,Irvine,CA
92618,$144.50,Irvine,CA
92619,$144.50,Irvine,CA
92620,$144.50,Irvine,CA
92623,$144.50,Irvine,CA
92624,$144.50,Capistrano Beach,CA
92625,$144.50,Corona Del Mar,CA
92626,$144.50,Costa Mesa,CA
92627,$144.50,Costa Mesa,CA
92628,$144.50,Costa Mesa,CA
92629,$144.50,Dana Point,CA
92630,$144.50,Lake Forest,CA
92637,$144.50,Laguna Woods,CA
92646,$144.50,Huntington Beach,CA
92647,$144.50,Huntington Beach,CA
92648,$144.50,Huntington Beach,CA
92649,$144.50,Huntington Beach,CA
92650,$144.50,Huntington Beach,CA
92651,$144.50,Laguna Beach,CA
92652,$144.50,Laguna Beach,CA
92653,$144.50,Laguna Hills,CA
92654,$144.50,Laguna Hills,CA
92655,$144.50,Midway City,CA
92656,$144.50,Aliso Viejo,CA
92657,$144.50,Newport Coast,CA
92658,$144.50,Newport Coast,CA
92659,$144.50,Newport Coast,CA
92660,$144.50,Newport Beach,CA
92661,$144.50,Newport Beach,CA
92662,$144.50,Newport Beach,CA
92663,$144.50,Newport Beach,CA
92672,$144.50,San Clemente,CA
92673,$144.50,San Clemente,CA
92674,$144.50,San Clemente,CA
92675,$144.50,San Juan Capistrano,CA
92676,$144.50,Silverado,CA
92677,$144.50,Laguna Niguel,CA
92678,$144.50,Trabuco Canyon,CA
92679,$144.50,Trabuco Canyon,CA
92683,$144.50,Westminster,CA
92684,$144.50,Westminster,CA
92685,$144.50,Westminster,CA
92688,$144.50,Rancho Santa Margarita,CA
92690,$144.50,Rancho Santa Margarita,CA
92691,$144.50,Mission Viejo,CA
92692,$144.50,Mission Viejo,CA
92693,$144.50,Mission Viejo,CA
92694,$144.50,Ladera Ranch,CA
92697,$144.50,Irvine,CA
92698,$144.50,Irvine,CA
92701,$144.50,Santa Ana,CA
92702,$144.50,Santa Ana,CA
92703,$144.50,Santa Ana,CA
92704,$144.50,Santa Ana,CA
92705,$144.50,Santa Ana,CA
92706,$144.50,Santa Ana,CA
92707,$144.50,Santa Ana,CA
92708,$144.50,Fountain Valley,CA
92711,$144.50,Fountain Valley,CA
92712,$144.50,Fountain Valley,CA
92728,$144.50,Fountain Valley,CA
92735,$144.50,Fountain Valley,CA
92780,$144.50,Tustin,CA
92781,$144.50,Tustin,CA
92782,$144.50,Tustin,CA
92799,$144.50,Tustin,CA
92801,$144.50,Anaheim,CA
92802,$144.50,Anaheim,CA
92803,$144.50,Anaheim,CA
92804,$144.50,Anaheim,CA
92805,$144.50,Anaheim,CA
92806,$144.50,Anaheim,CA
92807,$144.50,Anaheim,CA
92808,$144.50,Anaheim,CA
92809,$144.50,Anaheim,CA
92811,$144.50,Anaheim,CA
92812,$144.50,Anaheim,CA
92814,$144.50,Anaheim,CA
92815,$144.50,Anaheim,CA
92816,$144.50,Anaheim,CA
92817,$144.50,Anaheim,CA
92821,$144.50,Brea,CA
92822,$144.50,Brea,CA
92823,$144.50,Brea,CA
92825,$144.50,Brea,CA
92831,$144.50,Fullerton,CA
92832,$144.50,Fullerton,CA
92833,$144.50,Fullerton,CA
92834,$144.50,Fullerton,CA
92835,$144.50,Fullerton,CA
92836,$144.50,Fullerton,CA
92837,$144.50,Fullerton,CA
92838,$144.50,Fullerton,CA
92840,$144.50,Garden Grove,CA
92841,$144.50,Garden Grove,CA
92842,$144.50,Garden Grove,CA
92843,$144.50,Garden Grove,CA
92844,$144.50,Garden Grove,CA
92845,$144.50,Garden Grove,CA
92846,$144.50,Garden Grove,CA
92850,$144.50,Garden Grove,CA
92856,$144.50,Garden Grove,CA
92857,$144.50,Garden Grove,CA
92859,$144.50,Garden Grove,CA
92861,$144.50,Villa Park,CA
92862,$144.50,Villa Park,CA
92863,$144.50,Villa Park,CA
92864,$144.50,Villa Park,CA
92865,$144.50,Orange,CA
92866,$144.50,Orange,CA
92867,$144.50,Orange,CA
92868,$144.50,Orange,CA
92869,$144.50,Orange,CA
92870,$144.50,Placentia,CA
92871,$144.50,Placentia,CA
92885,$144.50,Corona,CA
92886,$144.50,Yorba Linda,CA
92887,$144.50,Yorba Linda,CA
92899,$144.50,Yorba Linda,CA
93510,$144.50,Acton,CA
93532,$144.50,Lake Hughes,CA
93534,$144.50,Lancaster,CA
93535,$144.50,Lancaster,CA
93536,$144.50,Lancaster,CA
93539,$144.50,Lancaster,CA
93543,$144.50,Littlerock,CA
93544,$144.50,Llano,CA
93550,$144.50,Palmdale,CA
93551,$144.50,Palmdale,CA
93552,$144.50,Palmdale,CA
93553,$144.50,Pearblossom,CA
93563,$144.50,Valyermo,CA
93584,$144.50,Tehachapi,CA
93586,$144.50,Tehachapi,CA
93590,$144.50,Tehachapi,CA
93591,$144.50,Palmdale,CA
93599,$144.50,Palmdale,CA
33401,$136.50,West Palm Beach,FL
33402,$136.50,West Palm Beach,FL
33403,$136.50,West Palm Beach,FL
33404,$136.50,West Palm Beach,FL
33405,$136.50,West Palm Beach,FL
33406,$136.50,West Palm Beach,FL
33407,$136.50,West Palm Beach,FL
33408,$136.50,North Palm Beach,FL
33409,$136.50,West Palm Beach,FL
33410,$136.50,Palm Beach Gardens,FL
33411,$136.50,West Palm Beach,FL
33412,$136.50,West Palm Beach,FL
33413,$136.50,West Palm Beach,FL
33414,$136.50,Wellington,FL
33415,$136.50,West Palm Beach,FL
33416,$136.50,West Palm Beach,FL
33417,$136.50,West Palm Beach,FL
33418,$136.50,Palm Beach Gardens,FL
33419,$136.50,Palm Beach Gardens,FL
33420,$136.50,Palm Beach Gardens,FL
33421,$136.50,Palm Beach Gardens,FL
33422,$136.50,Palm Beach Gardens,FL
33424,$136.50,Palm Beach Gardens,FL
33425,$136.50,Palm Beach Gardens,FL
33426,$136.50,Boynton Beach,FL
33427,$136.50,Boynton Beach,FL
33428,$136.50,Boca Raton,FL
33429,$136.50,Boca Raton,FL
33430,$136.50,Belle Glade,FL
33431,$136.50,Boca Raton,FL
33432,$136.50,Boca Raton,FL
33433,$136.50,Boca Raton,FL
33434,$136.50,Boca Raton,FL
33435,$136.50,Boynton Beach,FL
33436,$136.50,Boynton Beach,FL
33437,$136.50,Boynton Beach,FL
33438,$136.50,Canal Point,FL
33444,$136.50,Delray Beach,FL
33445,$136.50,Delray Beach,FL
33446,$136.50,Delray Beach,FL
33448,$136.50,Delray Beach,FL
33449,$136.50,Lake Worth,FL
33454,$136.50,Lake Worth,FL
33458,$136.50,Jupiter,FL
33459,$136.50,Jupiter,FL
33460,$136.50,Lake Worth Beach,FL
33461,$136.50,Lake Worth,FL
33462,$136.50,Lake Worth,FL
33463,$136.50,Lake Worth,FL
33464,$136.50,Lake Worth,FL
