Zip Code,CPL Buyer Payouts,city,state_id,,ZIP Code,Duration Buyer Payouts,City,State,,,"For the $40/150 offer, anything over $40 is the zipcode to target"
98296,$161.00,Snohomish,WA,,06615,$91.44,Stratford,PA,,,
60007,$153.00,Elk Grove Village,IL,,06704,$91.44,Waterbury,TX,,,
60008,$153.00,Rolling Meadows,IL,,06752,$91.44,Bridgewater,MA,,,
60022,$153.00,Glencoe,IL,,06753,$91.44,Cornwall,MA,,,
60025,$153.00,Glenview,IL,,06756,$91.44,Goshen,MA,,,
60029,$153.00,Golf,IL,,06757,$91.44,Kent,MA,,,
60038,$153.00,Highland Park,IL,,06762,$91.44,Middlebury,MA,,,
60056,$153.00,Mount Prospect,IL,,06770,$91.44,Naugatuck,MA,,,
60062,$153.00,Northbrook,IL,,06787,$91.44,Thomaston,MA,,,
60067,$153.00,Palatine,IL,,06790,$91.44,Torrington,MA,,,
60068,$153.00,Park Ridge,IL,,06791,$91.44,Harwinton,MA,,,
60070,$153.00,Prospect Heights,IL,,06795,$91.44,Watertown,MA,,,
60074,$153.00,Palatine,IL,,06796,$91.44,West Cornwall,MA,,,
60078,$153.00,Skokie,IL,,06798,$91.44,Woodbury,MA,,,
60090,$153.00,Wheeling,IL,,06810,$91.44,Danbury,RI,,,
60091,$153.00,Wilmette,IL,,06811,$91.44,Danbury,RI,,,
60093,$153.00,Winnetka,IL,,06825,$91.44,Fairfield,NJ,,,
60094,$153.00,Winnetka,IL,,06853,$91.44,Norwalk,NY,,,
60095,$153.00,Winnetka,IL,,06854,$91.44,Norwalk,NY,,,
60103,$153.00,Bartlett,IL,,06855,$91.44,Norwalk,NY,,,
60107,$153.00,Streamwood,IL,,06883,$91.44,Weston,PA,,,
60130,$153.00,Forest Park,IL,,06902,$91.44,Stamford,PA,,,
60133,$153.00,Hanover Park,IL,,20601,$91.44,Waldorf,PA,,,
60154,$153.00,Westchester,IL,,20603,$91.44,Waldorf,PA,,,
60155,$153.00,Broadview,IL,,20606,$91.44,Abell,PA,,,
60159,$153.00,Medinah,IL,,20607,$91.44,Accokeek,PA,,,
60168,$153.00,Stone Park,IL,,20608,$91.44,Aquasco,PA,,,
60169,$153.00,Hoffman Estates,IL,,20609,$91.44,Avenue,PA,,,
60173,$153.00,Schaumburg,IL,,20611,$91.44,Bel Alton,PA,,,
60179,$153.00,Sycamore,IL,,20612,$91.44,Benedict,PA,,,
60193,$153.00,Schaumburg,IL,,20613,$91.44,Brandywine,PA,,,
60194,$153.00,Schaumburg,IL,,20616,$91.44,Bryans Road,PA,,,
60195,$153.00,Schaumburg,IL,,20619,$91.44,California,PA,,,
60201,$153.00,Evanston,IL,,20621,$91.44,Chaptico,PA,,,
60301,$153.00,Oak Park,IL,,20628,$91.44,Dameron,PA,,,
60302,$153.00,Oak Park,IL,,20634,$91.44,Great Mills,PA,,,
60303,$153.00,Oak Park,IL,,20637,$91.44,Hughesville,PA,,,
60304,$153.00,Oak Park,IL,,20639,$91.44,Huntingtown,PA,,,
60305,$153.00,River Forest,IL,,20640,$91.44,Indian Head,PA,,,
60452,$153.00,Oak Forest,IL,,20646,$91.44,La Plata,PA,,,
60462,$153.00,Orland Park,IL,,20650,$91.44,Leonardtown,PA,,,
60463,$153.00,Palos Heights,IL,,20653,$91.44,Lexington Park,PA,,,
60464,$153.00,Palos Park,IL,,20657,$91.44,Lusby,PA,,,
60467,$153.00,Orland Park,IL,,20659,$91.44,Mechanicsville,DE,,,
60480,$153.00,Willow Springs,IL,,20662,$91.44,Nanjemoy,VA,,,
60513,$153.00,Brookfield,IL,,20664,$91.44,Newburg,VA,,,
60525,$153.00,La Grange,IL,,20675,$91.44,Pomfret,WV,,,
60526,$153.00,La Grange Park,IL,,20680,$91.44,Ridge,NC,,,
60546,$153.00,Riverside,IL,,20695,$91.44,White Plains,NC,,,
60558,$153.00,Western Springs,IL,,20701,$91.44,Annapolis Junction,NC,,,
60707,$153.00,Elmwood Park,IL,,20706,$91.44,Lanham,NC,,,
60712,$153.00,Lincolnwood,IL,,20707,$91.44,Laurel,NC,,,
60714,$153.00,Niles,IL,,20708,$91.44,Laurel,NC,,,
20112,$152.50,Manassas,VA,,20715,$91.44,Bowie,NC,,,
20136,$152.50,Bristow,VA,,20716,$91.44,Bowie,NC,,,
20143,$152.50,Catharpin,VA,,20723,$91.44,Laurel,SC,,,
20155,$152.50,Gainesville,VA,,20724,$91.44,Laurel,SC,,,
20156,$152.50,Gainesville,VA,,20736,$91.44,Owings,SC,,,
20168,$152.50,Sterling,VA,,20755,$91.44,Fort George G Meade,GA,,,
20169,$152.50,Haymarket,VA,,20759,$91.44,Fulton,GA,,,
20181,$152.50,Nokesville,VA,,20763,$91.44,Savage,GA,,,
20182,$152.50,Nokesville,VA,,20769,$91.44,Glenn Dale,GA,,,
22025,$152.50,Dumfries,VA,,20772,$91.44,Upper Marlboro,GA,,,
22026,$152.50,Dumfries,VA,,20774,$91.44,Upper Marlboro,GA,,,
22125,$152.50,Occoquan,VA,,20777,$91.44,Highland,GA,,,
22134,$152.50,Quantico,VA,,20814,$91.44,Bethesda,FL,,,
22172,$152.50,Triangle,VA,,20817,$91.44,Bethesda,FL,,,
22191,$152.50,Woodbridge,VA,,20832,$91.44,Olney,AL,,,
22192,$152.50,Woodbridge,VA,,20837,$91.44,Poolesville,AL,,,
22193,$152.50,Woodbridge,VA,,20841,$91.44,Boyds,AL,,,
22194,$152.50,Woodbridge,VA,,20850,$91.44,Rockville,AL,,,
22195,$152.50,Woodbridge,VA,,20852,$91.44,Rockville,AL,,,
33701,$151.00,Saint Petersburg,FL,,20853,$91.44,Rockville,TN,,,
33702,$151.00,Saint Petersburg,FL,,20860,$91.44,Sandy Spring,TN,,,
33703,$151.00,Saint Petersburg,FL,,20861,$91.44,Ashton,TN,,,
33704,$151.00,Saint Petersburg,FL,,20871,$91.44,Clarksburg,TN,,,
33705,$151.00,Saint Petersburg,FL,,20872,$91.44,Damascus,TN,,,
33706,$151.00,Saint Petersburg,FL,,20874,$91.44,Germantown,TN,,,
33707,$151.00,Saint Petersburg,FL,,20877,$91.44,Gaithersburg,TN,,,
33708,$151.00,Saint Petersburg,FL,,20878,$91.44,Gaithersburg,TN,,,
33709,$151.00,Saint Petersburg,FL,,20879,$91.44,Gaithersburg,TN,,,
33710,$151.00,Saint Petersburg,FL,,20880,$91.44,Washington Grove,TN,,,
33711,$151.00,Saint Petersburg,FL,,20886,$91.44,Montgomery Village,TN,,,
33712,$151.00,Saint Petersburg,FL,,20901,$91.44,Silver Spring,TN,,,
33713,$151.00,Saint Petersburg,FL,,20902,$91.44,Silver Spring,TN,,,
33714,$151.00,Saint Petersburg,FL,,20904,$91.44,Silver Spring,TN,,,
33715,$151.00,Saint Petersburg,FL,,20905,$91.44,Silver Spring,TN,,,
33716,$151.00,Saint Petersburg,FL,,20906,$91.44,Silver Spring,TN,,,
33729,$151.00,Saint Petersburg,FL,,21001,$91.44,Aberdeen,KY,,,
33730,$151.00,Saint Petersburg,FL,,21012,$91.44,Arnold,KY,,,
33731,$151.00,Saint Petersburg,FL,,21014,$91.44,Bel Air,KY,,,
33732,$151.00,Saint Petersburg,FL,,21015,$91.44,Bel Air,KY,,,
33733,$151.00,Saint Petersburg,FL,,21029,$91.44,Clarksville,OH,,,
33734,$151.00,Saint Petersburg,FL,,21030,$91.44,Cockeysville,OH,,,
33736,$151.00,Saint Petersburg,FL,,21040,$91.44,Edgewood,OH,,,
33737,$151.00,Saint Petersburg,FL,,21042,$91.44,Ellicott City,OH,,,
33738,$151.00,Saint Petersburg,FL,,21043,$91.44,Ellicott City,OH,,,
33740,$151.00,Saint Petersburg,FL,,21044,$91.44,Columbia,OH,,,
33741,$151.00,Saint Petersburg,FL,,21045,$91.44,Columbia,OH,,,
33742,$151.00,Saint Petersburg,FL,,21046,$91.44,Columbia,OH,,,
33743,$151.00,Saint Petersburg,FL,,21048,$91.44,Finksburg,OH,,,
33744,$151.00,Bay Pines,FL,,21050,$91.44,Forest Hill,OH,,,
33747,$151.00,Bay Pines,FL,,21054,$91.44,Gambrills,IN,,,
33755,$151.00,Clearwater,FL,,21057,$91.44,Glen Arm,IN,,,
33756,$151.00,Clearwater,FL,,21060,$91.44,Glen Burnie,IN,,,
33757,$151.00,Clearwater,FL,,21061,$91.44,Glen Burnie,IN,,,
33758,$151.00,Clearwater,FL,,21074,$91.44,Hampstead,IN,,,
33759,$151.00,Clearwater,FL,,21087,$91.44,Kingsville,IN,,,
33760,$151.00,Clearwater,FL,,21093,$91.44,Lutherville Timonium,MI,,,
33761,$151.00,Clearwater,FL,,21104,$91.44,Marriottsville,MI,,,
33762,$151.00,Clearwater,FL,,21108,$91.44,Millersville,MI,,,
33763,$151.00,Clearwater,FL,,21113,$91.44,Odenton,MI,,,
33764,$151.00,Clearwater,FL,,21114,$91.44,Crofton,MI,,,
33765,$151.00,Clearwater,FL,,21117,$91.44,Owings Mills,MI,,,
33766,$151.00,Clearwater,FL,,21122,$91.44,Pasadena,MI,,,
33767,$151.00,Clearwater Beach,FL,,21133,$91.44,Randallstown,MI,,,
33769,$151.00,Clearwater Beach,FL,,21136,$91.44,Reisterstown,MI,,,
33770,$151.00,Largo,FL,,21144,$91.44,Severn,MI,,,
33771,$151.00,Largo,FL,,21146,$91.44,Severna Park,MI,,,
33772,$151.00,Seminole,FL,,21155,$91.44,Upperco,MI,,,
33773,$151.00,Largo,FL,,21157,$91.44,Westminster,MI,,,
33774,$151.00,Largo,FL,,21158,$91.44,Westminster,MI,,,
33775,$151.00,Largo,FL,,21161,$91.44,White Hall,MI,,,
33776,$151.00,Seminole,FL,,21163,$91.44,Woodstock,IA,,,
33777,$151.00,Seminole,FL,,21208,$91.44,Pikesville,IA,,,
33778,$151.00,Largo,FL,,21220,$91.44,Middle River,WI,,,
33779,$151.00,Largo,FL,,21221,$91.44,Essex,WI,,,
33780,$151.00,Largo,FL,,21222,$91.44,Dundalk,WI,,,
33781,$151.00,Pinellas Park,FL,,21227,$91.44,Halethorpe,WI,,,
33782,$151.00,Pinellas Park,FL,,21228,$91.44,Catonsville,WI,,,
33784,$151.00,Pinellas Park,FL,,21234,$91.44,Parkville,IL,,,
33785,$151.00,Indian Rocks Beach,FL,,21244,$91.44,Windsor Mill,MO,,,
33786,$151.00,Belleair Beach,FL,,21286,$91.44,Towson,KS,,,
34660,$151.00,New Port Richey,FL,,21401,$91.44,Annapolis,NE,,,
34677,$151.00,Oldsmar,FL,,21403,$91.44,Annapolis,NE,,,
34681,$151.00,Crystal Beach,FL,,21701,$91.44,Frederick,NM,,,
34682,$151.00,Crystal Beach,FL,,21702,$91.44,Frederick,NM,,,
34683,$151.00,Palm Harbor,FL,,21703,$91.44,Frederick,NM,,,
34684,$151.00,Palm Harbor,FL,,21738,$91.44,Glenwood,CA,,,
34685,$151.00,Palm Harbor,FL,,21754,$91.44,Ijamsville,CA,,,
34688,$151.00,Tarpon Springs,FL,,21767,$91.44,Maugansville,CA,,,
34689,$151.00,Tarpon Springs,FL,,21769,$91.44,Middletown,CA,,,
34695,$151.00,Safety Harbor,FL,,21771,$91.44,Mount Airy,CA,,,
34697,$151.00,Safety Harbor,FL,,21773,$91.44,Myersville,CA,,,
34698,$151.00,Dunedin,FL,,21774,$91.44,New Market,CA,,,
20101,$150.00,Washington,DC,,21784,$91.44,Sykesville,CA,,,
20102,$150.00,Washington,DC,,21788,$91.44,Thurmont,CA,,,
20103,$150.00,Washington,DC,,21793,$91.44,Walkersville,CA,,,
20104,$150.00,Washington,DC,,21797,$91.44,Woodbine,CA,,,
20105,$150.00,Aldie,VA,,98001,$73.15,Auburn,OR,,,
20117,$150.00,Middleburg,VA,,98003,$73.15,Federal Way,OR,,,
20118,$150.00,Middleburg,VA,,98006,$73.15,Bellevue,OR,,,
20129,$150.00,Paeonian Springs,VA,,98023,$73.15,Federal Way,OR,,,
20131,$150.00,Paris,VA,,98032,$73.15,Kent,OR,,,
20132,$150.00,Purcellville,VA,,98042,$73.15,Kent,OR,,,
20134,$150.00,Purcellville,VA,,98072,$73.15,Woodinville,OR,,,
20141,$150.00,Round Hill,VA,,98092,$73.15,Auburn,OR,,,
20142,$150.00,Round Hill,VA,,98103,$73.15,Seattle,OR,,,
20146,$150.00,Delaplane,VA,,98125,$73.15,Seattle,OR,,,
20147,$150.00,Ashburn,VA,,98208,$73.15,Everett,OR,,,
20148,$150.00,Ashburn,VA,,98248,$73.15,Ferndale,OR,,,
20149,$150.00,Ashburn,VA,,98282,$73.15,Camano Island,OR,,,
20152,$150.00,Chantilly,VA,,98290,$73.15,Snohomish,OR,,,
20158,$150.00,Hamilton,VA,,98292,$73.15,Stanwood,OR,,,
20159,$150.00,Hamilton,VA,,98335,$73.15,Gig Harbor,OR,,,
20160,$150.00,Hamilton,VA,,98346,$73.15,Kingston,OR,,,
20163,$150.00,Hamilton,VA,,98367,$73.15,Port Orchard,OR,,,
20164,$150.00,Sterling,VA,,98375,$73.15,Puyallup,WA,,,
20165,$150.00,Sterling,VA,,98387,$73.15,Spanaway,WA,,,
20166,$150.00,Sterling,VA,,98390,$73.15,Sumner,WA,,,
20167,$150.00,Sterling,VA,,98391,$73.15,Bonney Lake,WA,,,
20175,$150.00,Leesburg,VA,,98403,$73.15,Tacoma,WA,,,
20176,$150.00,Leesburg,VA,,98418,$73.15,Tacoma,WA,,,
20177,$150.00,Leesburg,VA,,98422,$73.15,Tacoma,WA,,,
20178,$150.00,Leesburg,VA,,98444,$73.15,Tacoma,WA,,,
20180,$150.00,Lovettsville,VA,,98516,$73.15,Olympia,WA,,,
20189,$150.00,Warrenton,VA,,07016,$64.01,Cranford,PA,,,
20197,$150.00,Waterford,VA,,07033,$64.01,Kenilworth,MD,,,
20598,$150.00,Washington,DC,,07059,$64.01,Warren,NC,,,
33503,$150.00,Balm,FL,,07060,$64.01,Plainfield,NC,,,
33508,$150.00,Balm,FL,,07081,$64.01,Springfield,NC,,,
33509,$150.00,Balm,FL,,07083,$64.01,Union,NC,,,
33510,$150.00,Brandon,FL,,07090,$64.01,Westfield,NC,,,
33511,$150.00,Brandon,FL,,07719,$64.01,Belmar,IL,,,
33523,$150.00,Dade City,FL,,07726,$64.01,Englishtown,IL,,,
33524,$150.00,Dade City,FL,,07728,$64.01,Freehold,IL,,,
33525,$150.00,Dade City,FL,,07740,$64.01,Long Branch,IL,,,
33526,$150.00,Dade City,FL,,07748,$64.01,Middletown,MO,,,
33527,$150.00,Dover,FL,,07830,$64.01,Califon,MO,,,
33530,$150.00,Durant,FL,,07836,$64.01,Flanders,MO,,,
33534,$150.00,Gibsonton,FL,,07840,$64.01,Hackettstown,MO,,,
33537,$150.00,Gibsonton,FL,,07853,$64.01,Long Valley,TX,,,
33539,$150.00,Lake Panasoffkee,FL,,07920,$64.01,Basking Ridge,TX,,,
33540,$150.00,Zephyrhills,FL,,07921,$64.01,Bedminster,TX,,,
33541,$150.00,Zephyrhills,FL,,07924,$64.01,Bernardsville,TX,,,
33542,$150.00,Zephyrhills,FL,,07930,$64.01,Chester,TX,,,
33543,$150.00,Wesley Chapel,FL,,07946,$64.01,Millington,TX,,,
33544,$150.00,Wesley Chapel,FL,,08007,$64.01,Barrington,TX,,,
33545,$150.00,Wesley Chapel,FL,,08016,$64.01,Burlington,CO,,,
33547,$150.00,Lithia,FL,,08021,$64.01,Clementon,CO,,,
33548,$150.00,Lutz,FL,,08037,$64.01,Hammonton,CO,,,
33549,$150.00,Lutz,FL,,08050,$64.01,Manahawkin,OR,,,
33550,$150.00,Mango,FL,,08054,$64.01,Mount Laurel,WA,,,
33556,$150.00,Odessa,FL,,08084,$64.01,Stratford,VA,,,
33558,$150.00,Lutz,FL,,08088,$64.01,Vincentown,VA,,,
33559,$150.00,Lutz,FL,,08204,$64.01,Cape May,MO,,,
33563,$150.00,Plant City,FL,,08215,$64.01,Egg Harbor City,TX,,,
33564,$150.00,Plant City,FL,,08223,$64.01,Marmora,NY,,,
33565,$150.00,Plant City,FL,,08230,$64.01,Ocean View,FL,,,
33566,$150.00,Plant City,FL,,08234,$64.01,Egg Harbor Township,FL,,,
33567,$150.00,Plant City,FL,,08243,$64.01,Sea Isle City,NY,,,
33568,$150.00,Plant City,FL,,08251,$64.01,Villas,WI,,,
33569,$150.00,Riverview,FL,,08260,$64.01,Wildwood,WI,,,
33570,$150.00,Ruskin,FL,,08360,$64.01,Vineland,NJ,,,
33571,$150.00,Ruskin,FL,,08530,$64.01,Lambertville,PA,,,
33572,$150.00,Apollo Beach,FL,,08551,$64.01,Ringoes,PA,,,
33573,$150.00,Sun City Center,FL,,08721,$64.01,Bayville,NC,,,
33574,$150.00,Saint Leo,FL,,08753,$64.01,Toms River,TN,,,
33575,$150.00,Saint Leo,FL,,08755,$64.01,Toms River,TN,,,
33576,$150.00,San Antonio,FL,,08757,$64.01,Toms River,KY,,,
33578,$150.00,Riverview,FL,,08758,$64.01,Waretown,KY,,,
33579,$150.00,Riverview,FL,,08759,$64.01,Manchester Township,KY,,,
33583,$150.00,Riverview,FL,,08801,$64.01,Annandale,KY,,,
33584,$150.00,Seffner,FL,,08812,$64.01,Dunellen,KY,,,
33586,$150.00,Sumterville,FL,,08816,$64.01,East Brunswick,OH,,,
33587,$150.00,Sumterville,FL,,08822,$64.01,Flemington,OH,,,
33592,$150.00,Thonotosassa,FL,,08833,$64.01,Lebanon,OH,,,
33593,$150.00,Thonotosassa,FL,,08846,$64.01,Middlesex,OH,,,
33594,$150.00,Valrico,FL,,08853,$64.01,Neshanic Station,OH,,,
33595,$150.00,Valrico,FL,,08857,$64.01,Old Bridge,OH,,,
33596,$150.00,Valrico,FL,,08859,$64.01,Parlin,OH,,,
33598,$150.00,Wimauma,FL,,08876,$64.01,Somerville,IN,,,
33601,$150.00,Wimauma,FL,,08889,$64.01,Whitehouse Station,IN,,,
33602,$150.00,Tampa,FL,,08901,$64.01,New Brunswick,IN,,,
33603,$150.00,Tampa,FL,,18914,$64.01,Chalfont,CA,,,
33604,$150.00,Tampa,FL,,18932,$64.01,Line Lexington,WI,,,
33605,$150.00,Tampa,FL,,18940,$64.01,Newtown,MA,,,
33606,$150.00,Tampa,FL,,19020,$64.01,Bensalem,NC,,,
33607,$150.00,Tampa,FL,,19116,$64.01,Philadelphia,OH,,,
33608,$150.00,Tampa,FL,,20705,$56.00,Beltsville,NC,,,
