Zip Code,Duration Payouts,City Name,State Abbr,,,ZIP Code,Duration Payout,City,State
78212,$23.38,San Antonio,TX,,,07068,$12.25,Roseland,NJ
78213,$23.38,San Antonio,TX,,,07069,$12.25,Watchung,NJ
78214,$23.38,San Antonio,TX,,,07070,$12.25,Rutherford,NJ
78215,$23.38,San Antonio,TX,,,07071,$12.25,Lyndhurst,NJ
78216,$23.38,San Antonio,TX,,,07072,$12.25,Carlstadt,NJ
78217,$23.38,San Antonio,TX,,,07073,$12.25,East Rutherford,NJ
78218,$23.38,San Antonio,TX,,,07074,$12.25,Moonachie,NJ
78219,$23.38,San Antonio,TX,,,07075,$12.25,Wood Ridge,NJ
78220,$23.38,San Antonio,TX,,,07076,$12.25,Scotch Plains,NJ
78221,$23.38,San Antonio,TX,,,07077,$12.25,Sewaren,NJ
78222,$23.38,San Antonio,TX,,,07078,$12.25,Short Hills,NJ
78223,$23.38,San Antonio,TX,,,07079,$12.25,South Orange,NJ
78224,$23.38,San Antonio,TX,,,07080,$12.25,South Plainfield,NJ
78225,$23.38,San Antonio,TX,,,07081,$12.25,Springfield,NJ
78226,$23.38,San Antonio,TX,,,07082,$12.25,Towaco,NJ
78227,$23.38,San Antonio,TX,,,07083,$12.25,Union,NJ
78228,$23.38,San Antonio,TX,,,07086,$12.25,Weehawken,NJ
78229,$23.38,San Antonio,TX,,,07087,$12.25,Union City,NJ
78230,$23.38,San Antonio,TX,,,07088,$12.25,Vauxhall,NJ
78231,$23.38,Shavano Park,TX,,,07090,$12.25,Westfield,NJ
78232,$23.38,San Antonio,TX,,,07091,$12.25,Westfield,NJ
78233,$23.38,San Antonio,TX,,,07092,$12.25,Mountainside,NJ
78234,$23.38,San Antonio,TX,,,07093,$12.25,West New York,NJ
78235,$23.38,San Antonio,TX,,,07094,$12.25,Secaucus,NJ
78236,$23.38,Lackland AFB,TX,,,07095,$12.25,Woodbridge,NJ
78237,$23.38,San Antonio,TX,,,07096,$12.25,Secaucus,NJ
78238,$23.38,San Antonio,TX,,,07097,$12.25,Jersey City,NJ
78239,$23.38,Windcrest,TX,,,07098,$12.25,,NJ
78240,$23.38,San Antonio,TX,,,07099,$12.25,Kearny,NJ
78241,$23.38,San Antonio,TX,,,07101,$12.25,Newark,NJ
78242,$23.38,San Antonio,TX,,,07102,$12.25,Newark,NJ
78243,$23.38,Lackland AFB,TX,,,07103,$12.25,Newark,NJ
78244,$23.38,San Antonio,TX,,,07104,$12.25,Newark,NJ
78245,$23.38,San Antonio,TX,,,07105,$12.25,Newark,NJ
78246,$23.38,San Antonio,TX,,,07106,$12.25,Newark,NJ
78247,$23.38,San Antonio,TX,,,07107,$12.25,Newark,NJ
78248,$23.38,San Antonio,TX,,,07108,$12.25,Newark,NJ
78249,$23.38,San Antonio,TX,,,07109,$12.25,Belleville,NJ
78250,$23.38,San Antonio,TX,,,07110,$12.25,Nutley,NJ
78251,$23.38,San Antonio,TX,,,07111,$12.25,Irvington,NJ
78252,$23.38,San Antonio,TX,,,07112,$12.25,Newark,NJ
78253,$23.38,San Antonio,TX,,,07114,$12.25,Newark,NJ
78254,$23.38,San Antonio,TX,,,07175,$12.25,Newark,NJ
78255,$23.38,Cross Mountain,TX,,,07182,$12.25,,NJ
78256,$23.38,San Antonio,TX,,,07184,$12.25,Newark,NJ
78257,$23.38,San Antonio,TX,,,07188,$12.25,Newark,NJ
78258,$23.38,San Antonio,TX,,,07189,$12.25,Newark,NJ
78259,$23.38,San Antonio,TX,,,07191,$12.25,Newark,NJ
78260,$23.38,Timberwood Park,TX,,,07192,$12.25,Newark,NJ
78263,$23.38,China Grove,TX,,,07193,$12.25,Newark,NJ
78264,$23.38,San Antonio,TX,,,07194,$12.25,,NJ
78265,$23.38,San Antonio,TX,,,07195,$12.25,Newark,NJ
78268,$23.38,Leon Valley,TX,,,07197,$12.25,,NJ
78269,$23.38,San Antonio,TX,,,07198,$12.25,Newark,NJ
78270,$23.38,San Antonio,TX,,,07199,$12.25,Newark,NJ
78278,$23.38,San Antonio,TX,,,07201,$12.25,Elizabeth,NJ
78279,$23.38,San Antonio,TX,,,07202,$12.25,Elizabeth,NJ
78280,$23.38,San Antonio,TX,,,07203,$12.25,Roselle,NJ
78283,$23.38,San Antonio,TX,,,07204,$12.25,Roselle Park,NJ
78284,$23.38,San Antonio,TX,,,07205,$12.25,Hillside,NJ
78285,$23.38,San Antonio,TX,,,07206,$12.25,Elizabethport,NJ
78288,$23.38,San Antonio,TX,,,07207,$12.25,Elizabeth,NJ
78289,$23.38,San Antonio,TX,,,07208,$12.25,Elizabeth,NJ
78291,$23.38,San Antonio,TX,,,07215,$12.25,,NJ
78292,$23.38,San Antonio,TX,,,07216,$12.25,,NJ
78293,$23.38,San Antonio,TX,,,07302,$12.25,Jersey City,NJ
78294,$23.38,San Antonio,TX,,,07303,$12.25,Jersey City,NJ
78295,$23.38,San Antonio,TX,,,07304,$12.25,Jersey City,NJ
78296,$23.38,San Antonio,TX,,,07305,$12.25,Jersey City,NJ
78297,$23.38,San Antonio,TX,,,07306,$12.25,Jersey City,NJ
78298,$23.38,San Antonio,TX,,,07307,$12.25,Jersey City,NJ
78299,$23.38,San Antonio,TX,,,07308,$12.25,Jersey City,NJ
78829,$23.38,Batesville,TX,,,07309,$12.25,,NJ
78850,$23.38,D'Hanis,TX,,,07310,$12.25,Jersey City,NJ
78861,$23.38,Hondo,TX,,,07311,$12.25,Jersey City,NJ
78870,$23.38,Knippa,TX,,,07390,$12.25,,NJ
78881,$23.38,Sabinal,TX,,,07395,$12.25,Jersey City,NJ
78883,$23.38,,TX,,,07399,$12.25,Jersey City,NJ
78886,$23.38,,TX,,,07401,$12.25,Allendale,NJ
30002,$19.25,Avondale Estates,GA,,,07403,$12.25,Bloomingdale,NJ
30003,$19.25,Norcross,GA,,,07405,$12.25,Butler,NJ
30004,$19.25,Milton,GA,,,07407,$12.25,Elmwood Park,NJ
30005,$19.25,Alpharetta,GA,,,07410,$12.25,Fair Lawn,NJ
30006,$19.25,Marietta,GA,,,07416,$12.25,Franklin,NJ
30007,$19.25,Marietta,GA,,,07417,$12.25,Franklin Lakes,NJ
30008,$19.25,Marietta,GA,,,07418,$12.25,Glenwood,NJ
30009,$19.25,Alpharetta,GA,,,07419,$12.25,Hamburg,NJ
30010,$19.25,Norcross,GA,,,07420,$12.25,Haskell,NJ
30011,$19.25,Auburn,GA,,,07421,$12.25,Hewitt,NJ
30017,$19.25,Grayson,GA,,,07422,$12.25,Highland Lakes,NJ
30019,$19.25,Dacula,GA,,,07423,$12.25,Ho Ho Kus,NJ
30021,$19.25,Clarkston,GA,,,07424,$12.25,Little Falls,NJ
30022,$19.25,Johns Creek,GA,,,07428,$12.25,Mc Afee,NJ
30023,$19.25,Alpharetta,GA,,,07430,$12.25,Mahwah,NJ
30024,$19.25,Suwanee,GA,,,07432,$12.25,Midland Park,NJ
30026,$19.25,Duluth,GA,,,07435,$12.25,Newfoundland,NJ
30028,$19.25,,GA,,,07436,$12.25,Oakland,NJ
30029,$19.25,Duluth,GA,,,07438,$12.25,Oak Ridge,NJ
30030,$19.25,Decatur,GA,,,07439,$12.25,Ogdensburg,NJ
30031,$19.25,Decatur,GA,,,07440,$12.25,Pequannock,NJ
30032,$19.25,Candler-McAfee,GA,,,07442,$12.25,Pompton Lakes,NJ
30033,$19.25,North Decatur,GA,,,07444,$12.25,Pompton Plains,NJ
30035,$19.25,Redan,GA,,,07446,$12.25,Ramsey,NJ
30036,$19.25,Decatur,GA,,,07450,$12.25,Ridgewood,NJ
30037,$19.25,Decatur,GA,,,07451,$12.25,Ridgewood,NJ
30039,$19.25,Snellville,GA,,,07452,$12.25,Glen Rock,NJ
30040,$19.25,Cumming,GA,,,07456,$12.25,Ringwood,NJ
30041,$19.25,Cumming,GA,,,07457,$12.25,Riverdale,NJ
30042,$19.25,Lawrenceville,GA,,,07458,$12.25,Saddle River,NJ
30043,$19.25,Lawrenceville,GA,,,07460,$12.25,Stockholm,NJ
30044,$19.25,Lawrenceville,GA,,,07461,$12.25,Sussex,NJ
30045,$19.25,Lawrenceville,GA,,,07462,$12.25,Vernon,NJ
30046,$19.25,Lawrenceville,GA,,,07463,$12.25,Waldwick,NJ
30047,$19.25,Lilburn,GA,,,07465,$12.25,Wanaque,NJ
30048,$19.25,Lilburn,GA,,,07470,$12.25,Wayne,NJ
30049,$19.25,Lawrenceville,GA,,,07474,$12.25,Wayne,NJ
30058,$19.25,Redan,GA,,,07477,$12.25,,NJ
30060,$19.25,Marietta,GA,,,07480,$12.25,West Milford,NJ
30061,$19.25,Marietta,GA,,,07481,$12.25,Wyckoff,NJ
30062,$19.25,Marietta,GA,,,07495,$12.25,Mahwah,NJ
30063,$19.25,Marietta,GA,,,07498,$12.25,,NJ
30064,$19.25,Marietta,GA,,,07501,$12.25,Paterson,NJ
30065,$19.25,Marietta,GA,,,07502,$12.25,Paterson,NJ
30066,$19.25,Marietta,GA,,,07503,$12.25,Paterson,NJ
30067,$19.25,Marietta,GA,,,07504,$12.25,Paterson,NJ
30068,$19.25,Marietta,GA,,,07505,$12.25,Paterson,NJ
30069,$19.25,Smyrna,GA,,,07506,$12.25,Hawthorne,NJ
30071,$19.25,Norcross,GA,,,07507,$12.25,Hawthorne,NJ
30072,$19.25,Pine Lake,GA,,,07508,$12.25,Haledon,NJ
30074,$19.25,,GA,,,07509,$12.25,Paterson,NJ
30075,$19.25,Roswell,GA,,,07510,$12.25,Paterson,NJ
30076,$19.25,Roswell,GA,,,07511,$12.25,Totowa,NJ
30077,$19.25,Roswell,GA,,,07512,$12.25,Totowa,NJ
30078,$19.25,Snellville,GA,,,07513,$12.25,Paterson,NJ
30079,$19.25,Scottdale,GA,,,07514,$12.25,Paterson,NJ
30080,$19.25,Smyrna,GA,,,07522,$12.25,Paterson,NJ
30081,$19.25,Smyrna,GA,,,07524,$12.25,Paterson,NJ
30082,$19.25,Smyrna,GA,,,07530,$12.25,,NJ
30083,$19.25,Stone Mountain,GA,,,07533,$12.25,Paterson,NJ
30084,$19.25,Tucker,GA,,,07538,$12.25,Haledon,NJ
30085,$19.25,Tucker,GA,,,07543,$12.25,Paterson,NJ
30086,$19.25,Tucker,GA,,,07544,$12.25,Paterson,NJ
30087,$19.25,Tucker,GA,,,07601,$12.25,Hackensack,NJ
30088,$19.25,Redan,GA,,,07602,$12.25,Hackensack,NJ
30090,$19.25,Marietta,GA,,,07603,$12.25,Bogota,NJ
30091,$19.25,Norcross,GA,,,07604,$12.25,Hasbrouck Heights,NJ
30092,$19.25,Norcross,GA,,,07605,$12.25,Leonia,NJ
30093,$19.25,Tucker,GA,,,07606,$12.25,South Hackensack,NJ
30095,$19.25,Duluth,GA,,,07607,$12.25,Maywood,NJ
30096,$19.25,Duluth,GA,,,07608,$12.25,Teterboro,NJ
30097,$19.25,Johns Creek,GA,,,07620,$12.25,Alpine,NJ
30098,$19.25,Duluth,GA,,,07621,$12.25,Bergenfield,NJ
30099,$19.25,Duluth,GA,,,07624,$12.25,Closter,NJ
30101,$19.25,Acworth,GA,,,07626,$12.25,Cresskill,NJ
30102,$19.25,,GA,,,07627,$12.25,Demarest,NJ
30106,$19.25,Austell,GA,,,07628,$12.25,Dumont,NJ
30107,$19.25,Ball Ground,GA,,,07630,$12.25,Emerson,NJ
30111,$19.25,Austell,GA,,,07631,$12.25,Englewood,NJ
30114,$19.25,Canton,GA,,,07632,$12.25,Englewood Cliffs,NJ
30115,$19.25,Holly Springs,GA,,,07640,$12.25,Harrington Park,NJ
30121,$19.25,Cartersville,GA,,,07641,$12.25,Haworth,NJ
30126,$19.25,Mableton,GA,,,07642,$12.25,Hillsdale,NJ
30127,$19.25,Powder Springs,GA,,,07643,$12.25,Little Ferry,NJ
30137,$19.25,Emerson,GA,,,07644,$12.25,Lodi,NJ
30142,$19.25,Holly Springs,GA,,,07645,$12.25,Montvale,NJ
30143,$19.25,Jasper,GA,,,07646,$12.25,New Milford,NJ
30144,$19.25,Kennesaw,GA,,,07647,$12.25,Northvale,NJ
30146,$19.25,,GA,,,07648,$12.25,Norwood,NJ
30148,$19.25,,GA,,,07649,$12.25,Oradell,NJ
30151,$19.25,Nelson,GA,,,07650,$12.25,Palisades Park,NJ
30152,$19.25,Kennesaw,GA,,,07652,$12.25,Paramus,NJ
30156,$19.25,,GA,,,07653,$12.25,Paramus,NJ
30160,$19.25,,GA,,,07656,$12.25,Park Ridge,NJ
30168,$19.25,Mableton,GA,,,07657,$12.25,Ridgefield,NJ
30169,$19.25,Milton,GA,,,07660,$12.25,Ridgefield Park,NJ
30177,$19.25,,GA,,,07661,$12.25,River Edge,NJ
30183,$19.25,Waleska,GA,,,07662,$12.25,Rochelle Park,NJ
30184,$19.25,Cartersville,GA,,,07663,$12.25,Saddle Brook,NJ
30188,$19.25,Woodstock,GA,,,07666,$12.25,Teaneck,NJ
30189,$19.25,Woodstock,GA,,,07670,$12.25,Tenafly,NJ
30301,$19.25,Atlanta,GA,,,07675,$12.25,Westwood,NJ
30302,$19.25,Atlanta,GA,,,07676,$12.25,Township Of Washington,NJ
30303,$19.25,Atlanta,GA,,,07677,$12.25,Woodcliff Lake,NJ
30305,$19.25,Atlanta,GA,,,07688,$12.25,,NJ
30306,$19.25,Atlanta,GA,,,07699,$12.25,Teterboro,NJ
30307,$19.25,Atlanta,GA,,,07701,$12.25,Red Bank,NJ
30308,$19.25,Atlanta,GA,,,07702,$12.25,Shrewsbury,NJ
30309,$19.25,Atlanta,GA,,,07703,$12.25,Fort Monmouth,NJ
30310,$19.25,Atlanta,GA,,,07704,$12.25,Fair Haven,NJ
30311,$19.25,Atlanta,GA,,,07709,$12.25,,NJ
30312,$19.25,Atlanta,GA,,,07710,$12.25,Adelphia,NJ
30313,$19.25,Atlanta,GA,,,07711,$12.25,Allenhurst,NJ
30314,$19.25,Atlanta,GA,,,07712,$12.25,Asbury Park,NJ
30315,$19.25,Atlanta,GA,,,07715,$12.25,Belmar,NJ
30316,$19.25,Atlanta,GA,,,07716,$12.25,Atlantic Highlands,NJ
30317,$19.25,Atlanta,GA,,,07717,$12.25,Avon By The Sea,NJ
30318,$19.25,Atlanta,GA,,,07718,$12.25,Belford,NJ
30319,$19.25,North Atlanta,GA,,,07719,$12.25,Belmar,NJ
30322,$19.25,Druid Hills,GA,,,07720,$12.25,Bradley Beach,NJ
30324,$19.25,Atlanta,GA,,,07721,$12.25,Cliffwood,NJ
30325,$19.25,Atlanta,GA,,,07722,$12.25,Colts Neck,NJ
30326,$19.25,Atlanta,GA,,,07723,$12.25,Deal,NJ
30327,$19.25,Atlanta,GA,,,07724,$12.25,Eatontown,NJ
30328,$19.25,Sandy Springs,GA,,,07726,$12.25,Englishtown,NJ
30329,$19.25,North Druid Hills,GA,,,07727,$12.25,Farmingdale,NJ
30332,$19.25,Atlanta,GA,,,07728,$12.25,Freehold,NJ
30333,$19.25,Atlanta,GA,,,07730,$12.25,Hazlet,NJ
30334,$19.25,Atlanta,GA,,,07731,$12.25,Howell,NJ
30338,$19.25,Dunwoody,GA,,,07732,$12.25,Highlands,NJ
30339,$19.25,Vinings,GA,,,07733,$12.25,Holmdel,NJ
30340,$19.25,Tucker,GA,,,07734,$12.25,Keansburg,NJ
30341,$19.25,Chamblee,GA,,,07735,$12.25,Keyport,NJ
30342,$19.25,Sandy Springs,GA,,,07737,$12.25,Leonardo,NJ
30343,$19.25,Atlanta,GA,,,07738,$12.25,Lincroft,NJ
30345,$19.25,Tucker,GA,,,07739,$12.25,Little Silver,NJ
30346,$19.25,Dunwoody,GA,,,07740,$12.25,Long Branch,NJ
30348,$19.25,Atlanta,GA,,,07746,$12.25,Marlboro,NJ
30350,$19.25,Sandy Springs,GA,,,07747,$12.25,Matawan,NJ
30353,$19.25,Atlanta,GA,,,07748,$12.25,Middletown,NJ
30355,$19.25,Atlanta,GA,,,07750,$12.25,Monmouth Beach,NJ
30356,$19.25,Dunwoody,GA,,,07751,$12.25,Morganville,NJ
30357,$19.25,Atlanta,GA,,,07752,$12.25,Navesink,NJ
30358,$19.25,Atlanta,GA,,,07753,$12.25,Neptune,NJ
30359,$19.25,North Druid Hills,GA,,,07754,$12.25,Neptune,NJ
30360,$19.25,Dunwoody,GA,,,07755,$12.25,Oakhurst,NJ
30361,$19.25,Atlanta,GA,,,07756,$12.25,Ocean Grove,NJ
30362,$19.25,Doraville,GA,,,07757,$12.25,Oceanport,NJ
30363,$19.25,Atlanta,GA,,,07758,$12.25,Port Monmouth,NJ
30364,$19.25,Atlanta,GA,,,07760,$12.25,Rumson,NJ
30366,$19.25,Chamblee,GA,,,07762,$12.25,Spring Lake,NJ
30368,$19.25,Atlanta,GA,,,07763,$12.25,Tennent,NJ
30369,$19.25,Atlanta,GA,,,07764,$12.25,West Long Branch,NJ
30370,$19.25,Atlanta,GA,,,07765,$12.25,Wickatunk,NJ
30371,$19.25,Atlanta,GA,,,07777,$12.25,,NJ
30374,$19.25,Atlanta,GA,,,07799,$12.25,Eatontown,NJ
30375,$19.25,Atlanta,GA,,,07801,$12.25,Dover,NJ
30377,$19.25,Atlanta,GA,,,07802,$12.25,Dover,NJ
30380,$19.25,Atlanta,GA,,,07803,$12.25,Mine Hill,NJ
30384,$19.25,Atlanta,GA,,,07806,$12.25,Picatinny Arsenal,NJ
30385,$19.25,Atlanta,GA,,,07820,$12.25,Allamuchy,NJ
30388,$19.25,Atlanta,GA,,,07821,$12.25,Andover,NJ
30392,$19.25,Atlanta,GA,,,07822,$12.25,Augusta,NJ
30394,$19.25,Atlanta,GA,,,07823,$12.25,Belvidere,NJ
30396,$19.25,Atlanta,GA,,,07825,$12.25,Blairstown,NJ
30398,$19.25,Atlanta,GA,,,07826,$12.25,Branchville,NJ
30502,$19.25,,GA,,,07827,$12.25,Montague,NJ
30503,$19.25,Gainesville,GA,,,07828,$12.25,Budd Lake,NJ
30504,$19.25,Gainesville,GA,,,07829,$12.25,Buttzville,NJ
30506,$19.25,Gainesville,GA,,,07830,$12.25,Califon,NJ
30515,$19.25,Buford,GA,,,07831,$12.25,Changewater,NJ
30517,$19.25,Braselton,GA,,,07832,$12.25,Columbia,NJ
30518,$19.25,Buford,GA,,,07833,$12.25,Delaware,NJ
30519,$19.25,Buford,GA,,,07834,$12.25,Denville,NJ
30534,$19.25,Dawsonville,GA,,,07836,$12.25,Flanders,NJ
30542,$19.25,Flowery Branch,GA,,,07837,$12.25,Glasser,NJ
30566,$19.25,Oakwood,GA,,,07838,$12.25,Great Meadows,NJ
31106,$19.25,Atlanta,GA,,,07839,$12.25,Greendell,NJ
31107,$19.25,Atlanta,GA,,,07840,$12.25,Hackettstown,NJ
31119,$19.25,Atlanta,GA,,,07842,$12.25,Hibernia,NJ
31126,$19.25,Atlanta,GA,,,07843,$12.25,Hopatcong,NJ
31131,$19.25,Atlanta,GA,,,07844,$12.25,Hope,NJ
31139,$19.25,Atlanta,GA,,,07845,$12.25,Ironia,NJ
31141,$19.25,Atlanta,GA,,,07846,$12.25,Johnsonburg,NJ
31145,$19.25,Atlanta,GA,,,07847,$12.25,Kenvil,NJ
31146,$19.25,Atlanta,GA,,,07848,$12.25,Lafayette,NJ
31150,$19.25,Atlanta,GA,,,07849,$12.25,Lake Hopatcong,NJ
31156,$19.25,Atlanta,GA,,,07850,$12.25,Landing,NJ
31192,$19.25,Atlanta,GA,,,07851,$12.25,Layton,NJ
31193,$19.25,Atlanta,GA,,,07852,$12.25,Ledgewood,NJ
31195,$19.25,Atlanta,GA,,,07853,$12.25,Long Valley,NJ
31196,$19.25,Atlanta,GA,,,07855,$12.25,Middleville,NJ
39901,$19.25,Atlanta,GA,,,07856,$12.25,Mount Arlington,NJ
30725,$14.44,Chattanooga Valley,GA,,,07857,$12.25,Netcong,NJ
30726,$14.44,,GA,,,07860,$12.25,Newton,NJ
30736,$14.44,Ringgold,GA,,,07863,$12.25,Oxford,NJ
30741,$14.44,Fairview,GA,,,07865,$12.25,Port Murray,NJ
30742,$14.44,Fort Oglethorpe,GA,,,07866,$12.25,Rockaway,NJ
30750,$14.44,Lookout Mountain,GA,,,07869,$12.25,Randolph,NJ
30756,$14.44,Varnell,GA,,,07870,$12.25,Schooleys Mountain,NJ
30757,$14.44,Chattanooga,GA,,,07871,$12.25,Sparta,NJ
32501,$14.44,Pensacola,FL,,,07874,$12.25,Stanhope,NJ
32502,$14.44,Pensacola,FL,,,07875,$12.25,Stillwater,NJ
32503,$14.44,Pensacola,FL,,,07876,$12.25,Succasunna,NJ
32504,$14.44,Pensacola,FL,,,07877,$12.25,Swartswood,NJ
32505,$14.44,Brent,FL,,,07878,$12.25,Mount Tabor,NJ
32506,$14.44,Myrtle Grove,FL,,,07879,$12.25,Tranquility,NJ
32507,$14.44,Warrington,FL,,,07880,$12.25,Vienna,NJ
32508,$14.44,Warrington,FL,,,07881,$12.25,Wallpack Center,NJ
32509,$14.44,,FL,,,07882,$12.25,Washington,NJ
32511,$14.44,Myrtle Grove,FL,,,07885,$12.25,Wharton,NJ
32512,$14.44,Myrtle Grove,FL,,,07890,$12.25,Branchville,NJ
32513,$14.44,Pensacola,FL,,,07901,$12.25,Summit,NJ
32514,$14.44,Ferry Pass,FL,,,07902,$12.25,Summit,NJ
32516,$14.44,Pensacola,FL,,,07920,$12.25,Basking Ridge,NJ
32520,$14.44,Pensacola,FL,,,07921,$12.25,Bedminster,NJ
32521,$14.44,Pensacola,FL,,,07922,$12.25,Berkeley Heights,NJ
32522,$14.44,Pensacola,FL,,,07924,$12.25,Bernardsville,NJ
32523,$14.44,Pensacola,FL,,,07926,$12.25,Brookside,NJ
32524,$14.44,Pensacola,FL,,,07927,$12.25,Cedar Knolls,NJ
32526,$14.44,Bellview,FL,,,07928,$12.25,Chatham,NJ
32530,$14.44,Bagdad,FL,,,07930,$12.25,Chester,NJ
32531,$14.44,Munson,FL,,,07931,$12.25,Far Hills,NJ
32533,$14.44,Gonzalez,FL,,,07932,$12.25,Florham Park,NJ
32534,$14.44,Ensley,FL,,,07933,$12.25,Gillette,NJ
32536,$14.44,Crestview,FL,,,07934,$12.25,Gladstone,NJ
32537,$14.44,,FL,,,07935,$12.25,Green Village,NJ
32542,$14.44,Valparaiso,FL,,,07936,$12.25,East Hanover,NJ
32544,$14.44,Wright,FL,,,07938,$12.25,Liberty Corner,NJ
32547,$14.44,Wright,FL,,,07939,$12.25,Lyons,NJ
32548,$14.44,Fort Walton Beach,FL,,,07940,$12.25,Madison,NJ
32549,$14.44,Fort Walton Beach,FL,,,07945,$12.25,Mendham,NJ
32559,$14.44,Pensacola,FL,,,07946,$12.25,Millington,NJ
32560,$14.44,Gonzalez,FL,,,07950,$12.25,Morris Plains,NJ
32561,$14.44,Gulf Breeze,FL,,,07960,$12.25,Morristown,NJ
32562,$14.44,Gulf Breeze,FL,,,07961,$12.25,Convent Station,NJ
32563,$14.44,Woodlawn Beach,FL,,,07962,$12.25,Morristown,NJ
32564,$14.44,Harold,FL,,,07963,$12.25,Morristown,NJ
32565,$14.44,Chumuckla,FL,,,07970,$12.25,Mount Freedom,NJ
32566,$14.44,Navarre,FL,,,07974,$12.25,New Providence,NJ
32569,$14.44,Mary Esther,FL,,,07976,$12.25,New Vernon,NJ
32570,$14.44,Munson,FL,,,07977,$12.25,Peapack,NJ
