ZIP Code,Duration Buyer Payouts,City,State,,Zip Code,Duration buyer 2,City Name,State Abbr,,Pest Control has other nationwide buyers as well,,,Zip Codes,120 Second Payouts
98418,$73.24,Tacoma,WA,,77386,$42.63,Oak Ridge North,TX,,,,,30361,$35
98444,$73.24,Tacoma,WA,,77387,$42.63,Spring,TX,,,,,30362,$35
98580,$73.24,Roy,WA,,77389,$42.63,The Woodlands,TX,,,,,30349,$35
75001,$56.00,Addison,TX,,77393,$42.63,The Woodlands,TX,,,,,30350,$35
75002,$56.00,Allen,TX,,77396,$42.63,Houston,TX,,,,,30355,$35
75006,$56.00,Carrollton,TX,,77401,$42.63,Bellaire,TX,,,,,30356,$35
75007,$56.00,Carrollton,TX,,77402,$42.63,Bellaire,TX,,,,,30358,$35
75009,$56.00,Celina,TX,,77406,$42.63,Pecan Grove,TX,,,,,30359,$35
75010,$56.00,Carrollton,TX,,77407,$42.63,Houston,TX,,,,,30363,$35
75013,$56.00,Allen,TX,,77410,$42.63,Houston,TX,,,,,30364,$35
75019,$56.00,Coppell,TX,,77411,$42.63,Houston,TX,,,,,30369,$35
75022,$56.00,Flower Mound,TX,,77413,$42.63,Houston,TX,,,,,30370,$35
75023,$56.00,Plano,TX,,77429,$42.63,Houston,TX,,,,,30375,$35
75024,$56.00,Plano,TX,,77433,$42.63,Houston,TX,,,,,30377,$35
75025,$56.00,Plano,TX,,77441,$42.63,Fulshear,TX,,,,,30384,$35
75028,$56.00,Flower Mound,TX,,77447,$42.63,Houston,TX,,,,,30385,$35
75032,$56.00,Rockwall,TX,,77459,$42.63,Missouri City,TX,,,,,30394,$35
75034,$56.00,Frisco,TX,,77469,$42.63,Thompsons,TX,,,,,30396,$35
75035,$56.00,Frisco,TX,,77471,$42.63,Rosenberg,TX,,,,,30366,$35
75038,$56.00,Irving,TX,,77477,$42.63,Stafford,TX,,,,,30368,$35
75039,$56.00,Irving,TX,,77478,$42.63,Sugar Land,TX,,,,,30371,$35
75040,$56.00,Garland,TX,,77479,$42.63,Sugar Land,TX,,,,,30374,$35
75041,$56.00,Garland,TX,,77481,$42.63,Thompsons,TX,,,,,30378,$35
75042,$56.00,Garland,TX,,77484,$42.63,Waller,TX,,,,,30380,$35
75043,$56.00,Garland,TX,,77487,$42.63,Sugar Land,TX,,,,,30388,$35
75044,$56.00,Garland,TX,,77489,$42.63,Missouri City,TX,,,,,30392,$35
75048,$56.00,Sachse,TX,,77496,$42.63,Sugar Land,TX,,,,,30398,$35
75050,$56.00,Grand Prairie,TX,,77497,$42.63,Stafford,TX,,,,,31106,$35
75051,$56.00,Grand Prairie,TX,,77498,$42.63,Sugar Land,TX,,,,,31107,$35
75052,$56.00,Grand Prairie,TX,,77501,$42.63,Pasadena,TX,,,,,31131,$35
75054,$56.00,Grand Prairie,TX,,77502,$42.63,Pasadena,TX,,,,,31136,$35
75056,$56.00,The Colony,TX,,77503,$42.63,Pasadena,TX,,,,,31119,$35
75057,$56.00,Lewisville,TX,,77504,$42.63,Pasadena,TX,,,,,31126,$35
75058,$56.00,Gunter,TX,,77505,$42.63,Pasadena,TX,,,,,31139,$35
75060,$56.00,Irving,TX,,77506,$42.63,Pasadena,TX,,,,,31141,$35
75061,$56.00,Irving,TX,,77507,$42.63,Pasadena,TX,,,,,31146,$35
75062,$56.00,Irving,TX,,77508,$42.63,Pasadena,TX,,,,,31192,$35
75063,$56.00,Irving,TX,,77510,$42.63,Santa Fe,TX,,,,,31196,$35
75065,$56.00,Lake Dallas,TX,,77511,$42.63,Alvin,TX,,,,,31145,$35
75068,$56.00,Little Elm,TX,,77512,$42.63,Alvin,TX,,,,,31150,$35
75069,$56.00,Mckinney,TX,,77517,$42.63,Santa Fe,TX,,,,,31156,$35
75070,$56.00,Mckinney,TX,,77518,$42.63,Bacliff,TX,,,,,31193,$35
75071,$56.00,Mckinney,TX,,77520,$42.63,Baytown,TX,,,,,31195,$35
75074,$56.00,Plano,TX,,77521,$42.63,Baytown,TX,,,,,39901,$35
75075,$56.00,Plano,TX,,77522,$42.63,Baytown,TX,,,,,30006,$35
75077,$56.00,Lewisville,TX,,77523,$42.63,Mont Belvieu,TX,,,,,30007,$35
75078,$56.00,Prosper,TX,,77530,$42.63,Channelview,TX,,,,,30008,$35
75080,$56.00,Richardson,TX,,77532,$42.63,Houston,TX,,,,,30063,$35
75081,$56.00,Richardson,TX,,77535,$42.63,Dayton,TX,,,,,30064,$35
75082,$56.00,Richardson,TX,,77536,$42.63,Deer Park,TX,,,,,30065,$35
75087,$56.00,Rockwall,TX,,77539,$42.63,Texas City,TX,,,,,30060,$35
75088,$56.00,Rowlett,TX,,77545,$42.63,Fresno,TX,,,,,30061,$35
75089,$56.00,Rowlett,TX,,77546,$42.63,Friendswood,TX,,,,,30062,$35
75093,$56.00,Plano,TX,,77547,$42.63,Galena Park,TX,,,,,30066,$35
75094,$56.00,Plano,TX,,77549,$42.63,Friendswood,TX,,,,,30067,$35
75098,$56.00,Wylie,TX,,77562,$42.63,Highlands,TX,,,,,30068,$35
75104,$56.00,Cedar Hill,TX,,77563,$42.63,Hitchcock,TX,,,,,30069,$35
75126,$56.00,Forney,TX,,77565,$42.63,League City,TX,,,,,30090,$35
75132,$56.00,Fate,TX,,77568,$42.63,La Marque,TX,,,,,30080,$35
75142,$56.00,Kaufman,TX,,77571,$42.63,La Porte,TX,,,,,30081,$35
75149,$56.00,Mesquite,TX,,77572,$42.63,La Porte,TX,,,,,30082,$35
75150,$56.00,Mesquite,TX,,77573,$42.63,League City,TX,,,,,30144,$35
75159,$56.00,Seagoville,TX,,77574,$42.63,League City,TX,,,,,30152,$35
75164,$56.00,Josephine,TX,,77577,$42.63,Liverpool,TX,,,,,30156,$35
75166,$56.00,Lavon,TX,,77578,$42.63,Manvel,TX,,,,,30160,$35
75173,$56.00,Nevada,TX,,77580,$42.63,Mont Belvieu,TX,,,,,30101,$35
75180,$56.00,Balch Springs,TX,,77583,$42.63,Iowa Colony,TX,,,,,30102,$35
75181,$56.00,Mesquite,TX,,77586,$42.63,Seabrook,TX,,,,,30127,$35
75182,$56.00,Sunnyvale,TX,,77587,$42.63,South Houston,TX,,,,,78006,$35
75189,$56.00,Royse City,TX,,77590,$42.63,Texas City,TX,,,,,78015,$35
75201,$56.00,Dallas,TX,,77591,$42.63,Texas City,TX,,,,,78023,$35
75202,$56.00,Dallas,TX,,77592,$42.63,Texas City,TX,,,,,78070,$35
75203,$56.00,Dallas,TX,,77598,$42.63,Webster,TX,,,,,78108,$35
75204,$56.00,Dallas,TX,,37010,$41.25,Adams,TN,,,,,78109,$35
75205,$56.00,Dallas,TX,,37015,$41.25,Nashville-Davidson metropolitan government (balance),TN,,,,,78130,$35
75206,$56.00,Dallas,TX,,37022,$41.25,Hartsville-Trousdale,TN,,,,,78132,$35
75207,$56.00,Dallas,TX,,37025,$41.25,Bon Aqua Junction,TN,,,,,78148,$35
75208,$56.00,Dallas,TX,,37029,$41.25,Burns,TN,,,,,78154,$35
75209,$56.00,Dallas,TX,,37031,$41.25,Hartsville-Trousdale,TN,,,,,78163,$35
75210,$56.00,Dallas,TX,,37032,$41.25,Cedar Hill,TN,,,,,78201,$35
75211,$56.00,Dallas,TX,,37036,$41.25,Charlotte,TN,,,,,78202,$35
75212,$56.00,Dallas,TX,,37046,$41.25,,TN,,,,,78203,$35
75214,$56.00,Dallas,TX,,37048,$41.25,Walnut Grove,TN,,,,,78204,$35
75215,$56.00,Dallas,TX,,37049,$41.25,Cross Plains,TN,,,,,78205,$35
75216,$56.00,Dallas,TX,,37051,$41.25,Slayden,TN,,,,,78207,$35
75217,$56.00,Dallas,TX,,37052,$41.25,,TN,,,,,78208,$35
75218,$56.00,Dallas,TX,,37055,$41.25,Dickson,TN,,,,,78209,$35
75219,$56.00,Dallas,TX,,37056,$41.25,Dickson,TN,,,,,78210,$35
75220,$56.00,Dallas,TX,,37057,$41.25,Hartsville-Trousdale,TN,,,,,78212,$35
75223,$56.00,Dallas,TX,,37060,$41.25,Eagleville,TN,,,,,78213,$35
75224,$56.00,Dallas,TX,,37062,$41.25,Fairview,TN,,,,,78215,$35
75225,$56.00,Dallas,TX,,37064,$41.25,Franklin,TN,,,,,78216,$35
75226,$56.00,Dallas,TX,,37071,$41.25,,TN,,,,,78217,$35
75227,$56.00,Dallas,TX,,37074,$41.25,Hartsville-Trousdale,TN,,,,,78218,$35
75228,$56.00,Dallas,TX,,37082,$41.25,Kingston Springs,TN,,,,,78219,$35
75229,$56.00,Dallas,TX,,37083,$41.25,Lafayette,TN,,,,,78221,$35
75230,$56.00,Dallas,TX,,37090,$41.25,Lebanon,TN,,,,,78227,$35
75231,$56.00,Dallas,TX,,37119,$41.25,Mitchellville,TN,,,,,78228,$35
75232,$56.00,Dallas,TX,,37128,$41.25,Murfreesboro,TN,,,,,78229,$35
75233,$56.00,Dallas,TX,,37136,$41.25,,TN,,,,,78230,$35
75234,$56.00,Dallas,TX,,37141,$41.25,Orlinda,TN,,,,,78231,$35
75235,$56.00,Dallas,TX,,37148,$41.25,Portland,TN,,,,,78232,$35
75236,$56.00,Dallas,TX,,37153,$41.25,,TN,,,,,78233,$35
75237,$56.00,Dallas,TX,,37165,$41.25,Slayden,TN,,,,,78234,$35
75238,$56.00,Dallas,TX,,37171,$41.25,,TN,,,,,78237,$35
75240,$56.00,Dallas,TX,,37181,$41.25,Vanleer,TN,,,,,78238,$35
75241,$56.00,Dallas,TX,,37186,$41.25,Westmoreland,TN,,,,,78239,$35
75243,$56.00,Dallas,TX,,37187,$41.25,White Bluff,TN,,,,,78240,$35
75244,$56.00,Dallas,TX,,37221,$41.25,Nashville-Davidson,TN,,,,,78242,$35
75246,$56.00,Dallas,TX,,37601,$41.25,Johnson City,TN,,,,,78244,$35
75247,$56.00,Dallas,TX,,37602,$41.25,Johnson City,TN,,,,,78245,$35
75248,$56.00,Dallas,TX,,37604,$41.25,Johnson City,TN,,,,,78247,$35
75249,$56.00,Dallas,TX,,37605,$41.25,Johnson City,TN,,,,,78248,$35
75251,$56.00,Dallas,TX,,37614,$41.25,Johnson City,TN,,,,,78249,$35
75252,$56.00,Dallas,TX,,37615,$41.25,Oak Grove,TN,,,,,78250,$35
75253,$56.00,Dallas,TX,,37616,$41.25,Tusculum,TN,,,,,78251,$35
75254,$56.00,Dallas,TX,,37617,$41.25,Blountville,TN,,,,,78253,$35
75287,$56.00,Dallas,TX,,37618,$41.25,Bristol,TN,,,,,78254,$35
75407,$56.00,Princeton,TX,,37620,$41.25,Bristol,TN,,,,,78255,$35
75409,$56.00,Anna,TX,,37641,$41.25,Tusculum,TN,,,,,78256,$35
75424,$56.00,Blue Ridge,TX,,37642,$41.25,Church Hill,TN,,,,,78257,$35
75442,$56.00,Farmersville,TX,,37644,$41.25,Elizabethton,TN,,,,,78258,$35
75454,$56.00,Melissa,TX,,37645,$41.25,Mount Carmel,TN,,,,,78259,$35
75485,$56.00,Westminster,TX,,37656,$41.25,Fall Branch,TN,,,,,78260,$35
75495,$56.00,Van Alstyne,TX,,37659,$41.25,Jonesborough,TN,,,,,78261,$35
76020,$56.00,Azle,TX,,37660,$41.25,Kingsport,TN,,,,,78266,$35
76021,$56.00,Bedford,TX,,37662,$41.25,Kingsport,TN,,,,,89141,$35
76022,$56.00,Bedford,TX,,37663,$41.25,Colonial Heights,TN,,,,,89139,$35
76034,$56.00,Colleyville,TX,,37664,$41.25,Kingsport,TN,,,,,89178,$35
76051,$56.00,Grapevine,TX,,37665,$41.25,Kingsport,TN,,,,,89179,$35
76053,$56.00,Hurst,TX,,37669,$41.25,Kingsport,TN,,,,,89054,$35
76054,$56.00,Hurst,TX,,37681,$41.25,,TN,,,,,89183,$35
76092,$56.00,Southlake,TX,,37682,$41.25,Elizabethton,TN,,,,,89123,$35
76201,$56.00,Denton,TX,,37684,$41.25,Johnson City,TN,,,,,89148,$35
76205,$56.00,Denton,TX,,37686,$41.25,Johnson City,TN,,,,,89135,$35
76207,$56.00,Denton,TX,,37690,$41.25,Telford,TN,,,,,89138,$35
76208,$56.00,Denton,TX,,37694,$41.25,Watauga,TN,,,,,89166,$35
76209,$56.00,Denton,TX,,37699,$41.25,,TN,,,,,89149,$35
76210,$56.00,Denton,TX,,37701,$41.25,Alcoa,TN,,,,,89131,$35
76226,$56.00,Argyle,TX,,37705,$41.25,Norris,TN,,,,,78664,$35
76227,$56.00,Aubrey,TX,,37708,$41.25,Bean Station,TN,,,,,78665,$35
76248,$56.00,Keller,TX,,37709,$41.25,Blaine,TN,,,,,78680,$35
76258,$56.00,Pilot Point,TX,,37710,$41.25,,TN,,,,,78681,$35
76259,$56.00,Ponder,TX,,37711,$41.25,Bulls Gap,TN,,,,,78682,$35
76271,$56.00,Tioga,TX,,37713,$41.25,,TN,,,,,78683,$35
94005,$52.50,Brisbane,CA,,37714,$41.25,Caryville,TN,,,,,78660,$35
94011,$52.50,Burlingame,CA,,37716,$41.25,Clinton,TN,,,,,78691,$35
94014,$52.50,Daly City,CA,,37717,$41.25,Clinton,TN,,,,,78634,$35
94015,$52.50,Daly City,CA,,37719,$41.25,Coalfield,TN,,,,,78626,$35
94018,$52.50,El Granada,CA,,37721,$41.25,Plainview,TN,,,,,78627,$35
94020,$52.50,La Honda,CA,,37722,$41.25,,TN,,,,,78628,$35
94021,$52.50,Loma Mar,CA,,37725,$41.25,Dandridge,TN,,,,,78633,$35
94023,$52.50,Los Altos,CA,,37731,$41.25,,TN,,,,,78613,$35
94026,$52.50,Menlo Park,CA,,37737,$41.25,Friendsville,TN,,,,,78630,$35
94035,$52.50,Mountain View,CA,,37742,$41.25,Greenback,TN,,,,,85345,$35
94037,$52.50,Montara,CA,,37743,$41.25,Greeneville,TN,,,,,85373,$35
94038,$52.50,Moss Beach,CA,,37744,$41.25,Tusculum,TN,,,,,85380,$35
94039,$52.50,Mountain View,CA,,37745,$41.25,Greeneville,TN,,,,,85381,$35
94042,$52.50,Mountain View,CA,,37748,$41.25,Coalfield,TN,,,,,85382,$35
94060,$52.50,Pescadero,CA,,37752,$41.25,Harrogate,TN,,,,,85383,$35
94064,$52.50,Redwood City,CA,,37754,$41.25,Clinton,TN,,,,,85385,$35
94074,$52.50,San Gregorio,CA,,37757,$41.25,Jacksboro,TN,,,,,85374,$35
94080,$52.50,South San Francisco,CA,,37760,$41.25,Jefferson City,TN,,,,,85378,$35
94083,$52.50,South San Francisco,CA,,37763,$41.25,Kingston,TN,,,,,85379,$35
94088,$52.50,Sunnyvale,CA,,37764,$41.25,Sevierville,TN,,,,,85387,$35
94124,$52.50,San Francisco,CA,,37765,$41.25,,TN,,,,,85388,$35
94128,$52.50,San Francisco,CA,,37769,$41.25,Lake City,TN,,,,,85355,$35
94134,$52.50,San Francisco,CA,,37771,$41.25,Lenoir City,TN,,,,,85323,$35
94188,$52.50,San Francisco,CA,,37772,$41.25,Lenoir City,TN,,,,,85392,$35
94302,$52.50,Palo Alto,CA,,37773,$41.25,,TN,,,,,85353,$35
94309,$52.50,Palo Alto,CA,,37774,$41.25,Loudon,TN,,,,,85326,$35
94497,$52.50,San Mateo,CA,,37777,$41.25,Louisville,TN,,,,,85396,$35
94502,$52.50,Alameda,CA,,37778,$41.25,,TN,,,,,85301,$35
94516,$52.50,Canyon,CA,,37779,$41.25,Plainview,TN,,,,,85302,$35
94570,$52.50,Moraga,CA,,37801,$41.25,Maryville,TN,,,,,85303,$35
94604,$52.50,Oakland,CA,,37802,$41.25,Maryville,TN,,,,,85304,$35
94606,$52.50,Oakland,CA,,37803,$41.25,Maryville,TN,,,,,85305,$35
94609,$52.50,Oakland,CA,,37804,$41.25,Maryville,TN,,,,,85306,$35
94612,$52.50,Oakland,CA,,37806,$41.25,Mascot,TN,,,,,85307,$35
94613,$52.50,Oakland,CA,,37807,$41.25,Maynardville,TN,,,,,85308,$35
94614,$52.50,Oakland,CA,,37809,$41.25,Mosheim,TN,,,,,85310,$35
94615,$52.50,Oakland,CA,,37810,$41.25,Mosheim,TN,,,,,85311,$35
94617,$52.50,Oakland,CA,,37811,$41.25,Mooresburg,TN,,,,,85312,$35
94620,$52.50,Piedmont,CA,,37813,$41.25,Morristown,TN,,,,,85318,$35
94622,$52.50,Oakland,CA,,37814,$41.25,Morristown,TN,,,,,72712,$35
94623,$52.50,Oakland,CA,,37815,$41.25,Morristown,TN,,,,,72713,$35
94624,$52.50,Oakland,CA,,37816,$41.25,Morristown,TN,,,,,72716,$35
94649,$52.50,Oakland,CA,,37818,$41.25,Mosheim,TN,,,,,72756,$35
94659,$52.50,Oakland,CA,,37820,$41.25,New Market,TN,,,,,72757,$35
94660,$52.50,Oakland,CA,,37821,$41.25,Newport,TN,,,,,72758,$35
94661,$52.50,Oakland,CA,,37822,$41.25,Newport,TN,,,,,72701,$35
94666,$52.50,Oakland,CA,,37824,$41.25,New Tazewell,TN,,,,,72702,$35
95001,$52.50,Aptos,CA,,37825,$41.25,New Tazewell,TN,,,,,72703,$35
95004,$52.50,Aromas,CA,,37828,$41.25,Norris,TN,,,,,72704,$35
95005,$52.50,Ben Lomond,CA,,37829,$41.25,Oakdale,TN,,,,,72730,$35
95006,$52.50,Boulder Creek,CA,,37830,$41.25,Oak Ridge,TN,,,,,72719,$35
95007,$52.50,Brookdale,CA,,37831,$41.25,Oak Ridge,TN,,,,,72718,$35
95009,$52.50,Campbell,CA,,37840,$41.25,Coalfield,TN,,,,,72728,$35
95010,$52.50,Capitola,CA,,37843,$41.25,Parrottsville,TN,,,,,72715,$35
95011,$52.50,Campbell,CA,,37845,$41.25,Petros,TN,,,,,72736,$35
95012,$52.50,Castroville,CA,,37846,$41.25,Philadelphia,TN,,,,,72751,$35
95013,$52.50,Coyote,CA,,37848,$41.25,,TN,,,,,72753,$35
95015,$52.50,Cupertino,CA,,37849,$41.25,Knoxville,TN,,,,,72770,$35
95017,$52.50,Davenport,CA,,37853,$41.25,Rockford,TN,,,,,,
95018,$52.50,Felton,CA,,37854,$41.25,Rockwood,TN,,,,,,
95019,$52.50,Freedom,CA,,37857,$41.25,Rogersville,TN,,,,,,
95021,$52.50,Gilroy,CA,,37860,$41.25,Morristown,TN,,,,,,
95026,$52.50,Holy City,CA,,37861,$41.25,Rutledge,TN,,,,,,
95031,$52.50,Los Gatos,CA,,37862,$41.25,Sevierville,TN,,,,,,
95033,$52.50,Los Gatos,CA,,37863,$41.25,Pigeon Forge,TN,,,,,,
